Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
11,2026-09-19 09:22:52,Ours,0.01,0.9881732986395599,61.01,61.01,11,63.9304,1:03.93,62.2815,0.2118,1.4315,715.4857,11:55.49,10,"5,2,7,3,0,8,9,6,1,4",5:52;2:52;7:83;3:95;0:53;8:74;9:62;6:105;1:76;4:30,"5:[2,4,6,13,14];2:[2,4,5,6,13];7:[1,2,4,6,8,13,14,15];3:[0,1,4,5,6,9,10,11,13];0:[1,4,5,6,13];8:[2,4,5,6,10,12,13];9:[1,2,4,6,14,15];6:[1,2,4,5,6,10,11,13,14,15];1:[1,2,4,5,6,13,14];4:[2,4,6]","c5:bw=52,experts=[2,4,6,13,14]; c2:bw=52,experts=[2,4,5,6,13]; c7:bw=83,experts=[1,2,4,6,8,13,14,15]; c3:bw=95,experts=[0,1,4,5,6,9,10,11,13]; c0:bw=53,experts=[1,4,5,6,13]; c8:bw=74,experts=[2,4,5,6,10,12,13]; c9:bw=62,experts=[1,2,4,6,14,15]; c6:bw=105,experts=[1,2,4,5,6,10,11,13,14,15]; c1:bw=76,experts=[1,2,4,5,6,13,14]; c4:bw=30,experts=[2,4,6]","7.0077,0.3181,4.2427,0.7192,8.2983,8.0417,5.6536,2.1947,22.1116,3.6939"
12,2026-09-19 09:23:56,Ours,0.01,0.9401151055161698,57.57,61.01,11,63.7945,1:03.79,62.1346,0.2155,1.4426,779.2993,12:59.30,10,"1,5,2,4,3,7,9,6,8,0",1:80;5:106;2:108;4:53;3:66;7:56;9:79;6:54;8:104;0:93,"1:[0,1,2,4,6,8,13,14];5:[0,1,2,4,5,6,10,11,13,14];2:[0,1,2,4,5,6,8,12,13,14];4:[1,2,4,6,15];3:[4,5,6,9,10,11];7:[4,6,8,10,13];9:[1,2,4,6,8,13,14];6:[2,4,6,14,15];8:[0,1,2,4,5,6,11,12,13,15];0:[0,1,2,4,5,6,11,13,14]","c1:bw=80,experts=[0,1,2,4,6,8,13,14]; c5:bw=106,experts=[0,1,2,4,5,6,10,11,13,14]; c2:bw=108,experts=[0,1,2,4,5,6,8,12,13,14]; c4:bw=53,experts=[1,2,4,6,15]; c3:bw=66,experts=[4,5,6,9,10,11]; c7:bw=56,experts=[4,6,8,10,13]; c9:bw=79,experts=[1,2,4,6,8,13,14]; c6:bw=54,experts=[2,4,6,14,15]; c8:bw=104,experts=[0,1,2,4,5,6,11,12,13,15]; c0:bw=93,experts=[0,1,2,4,5,6,11,13,14]","22.7042,7.0602,0.3225,3.5390,0.6751,4.1674,5.7173,2.2407,8.0182,7.6900"
13,2026-09-19 09:24:59,Ours,0.01,0.928640290863932,63.18,63.18,13,63.697,1:03.70,62.0626,0.21,1.4226,843.0158,14:03.02,10,"3,1,4,5,8,6,9,7,0,2",3:57;1:90;4:10;5:55;8:29;6:69;9:28;7:110;0:48;2:31,"3:[2,4,5,6,13];1:[0,1,2,4,6,7,8,13,14];4:[4];5:[2,4,6,13,14];8:[4,6];6:[1,2,4,6,14,15];9:[4,6];7:[0,1,2,4,5,6,8,10,13,14,15];0:[1,4,5,6];2:[2,4,6]","c3:bw=57,experts=[2,4,5,6,13]; c1:bw=90,experts=[0,1,2,4,6,7,8,13,14]; c4:bw=10,experts=[4]; c5:bw=55,experts=[2,4,6,13,14]; c8:bw=29,experts=[4,6]; c6:bw=69,experts=[1,2,4,6,14,15]; c9:bw=28,experts=[4,6]; c7:bw=110,experts=[0,1,2,4,5,6,8,10,13,14,15]; c0:bw=48,experts=[1,4,5,6]; c2:bw=31,experts=[2,4,6]","0.7115,22.4082,3.6860,6.9652,7.8764,2.1564,5.6889,4.1534,8.0871,0.3296"
14,2026-09-19 09:26:02,Ours,0.01,0.9120808434362605,60.91,63.18,13,62.8446,1:02.84,61.3089,0.1928,1.3412,905.8804,15:05.88,10,"2,4,5,1,7,0,9,3,8,6",2:85;4:11;5:121;1:73;7:47;0:48;9:60;3:86;8:39;6:127,"2:[0,1,2,4,5,6,12,13];4:[4];5:[0,1,2,4,5,6,10,11,12,13,14,15];1:[1,2,4,6,7,13,14];7:[2,4,6,13];0:[0,4,5,6];9:[1,2,4,6,13,14];3:[0,2,4,6,9,10,11,13];8:[2,4,6];6:[0,1,2,4,5,6,10,11,12,13,14,15]","c2:bw=85,experts=[0,1,2,4,5,6,12,13]; c4:bw=11,experts=[4]; c5:bw=121,experts=[0,1,2,4,5,6,10,11,12,13,14,15]; c1:bw=73,experts=[1,2,4,6,7,13,14]; c7:bw=47,experts=[2,4,6,13]; c0:bw=48,experts=[0,4,5,6]; c9:bw=60,experts=[1,2,4,6,13,14]; c3:bw=86,experts=[0,2,4,6,9,10,11,13]; c8:bw=39,experts=[2,4,6]; c6:bw=127,experts=[0,1,2,4,5,6,10,11,12,13,14,15]","0.3338,3.5856,6.9104,22.5155,4.1754,7.8103,5.6365,0.6854,7.5788,2.0770"
15,2026-09-19 09:27:05,Ours,0.01,0.9078540081647203,61.49,63.18,13,63.0899,1:03.09,61.514,0.2066,1.3675,968.9888,16:08.99,10,"7,0,1,8,3,2,4,5,9,6",7:111;0:39;1:27;8:98;3:20;2:99;4:88;5:34;9:37;6:62,"7:[0,1,2,4,6,8,10,12,13,14,15];0:[4,6,13];1:[4,6];8:[0,1,2,4,5,6,10,11,13];3:[4,6];2:[0,1,2,4,5,6,12,13,14];4:[1,2,4,5,6,12,13,14];5:[4,6,14];9:[4,6,14];6:[1,2,4,5,6,14]","c7:bw=111,experts=[0,1,2,4,6,8,10,12,13,14,15]; c0:bw=39,experts=[4,6,13]; c1:bw=27,experts=[4,6]; c8:bw=98,experts=[0,1,2,4,5,6,10,11,13]; c3:bw=20,experts=[4,6]; c2:bw=99,experts=[0,1,2,4,5,6,12,13,14]; c4:bw=88,experts=[1,2,4,5,6,12,13,14]; c5:bw=34,experts=[4,6,14]; c9:bw=37,experts=[4,6,14]; c6:bw=62,experts=[1,2,4,5,6,14]","4.1145,7.9730,22.2103,8.1289,0.6794,0.3212,3.6575,6.7581,5.5269,2.1442"
16,2026-09-19 09:28:13,Ours,0.01,0.9022697762404223,68.36,68.36,16,67.3366,1:07.34,65.7585,0.1954,1.381,1036.3451,17:16.35,10,"6,1,3,8,7,5,4,9,0,2",6:76;1:54;3:82;8:93;7:42;5:75;4:67;9:45;0:107;2:97,"6:[1,2,4,7,9,13,14];1:[3,4,6,11,15];3:[0,3,4,5,6,7,14,15];8:[1,2,4,5,6,7,8,13,14];7:[0,4,5,7];5:[1,4,5,6,7,13,14];4:[2,4,5,7,9,14];9:[4,6,7,9];0:[0,1,2,3,4,5,7,8,13,14];2:[0,2,3,4,5,6,7,12,15]","c6:bw=76,experts=[1,2,4,7,9,13,14]; c1:bw=54,experts=[3,4,6,11,15]; c3:bw=82,experts=[0,3,4,5,6,7,14,15]; c8:bw=93,experts=[1,2,4,5,6,7,8,13,14]; c7:bw=42,experts=[0,4,5,7]; c5:bw=75,experts=[1,4,5,6,7,13,14]; c4:bw=67,experts=[2,4,5,7,9,14]; c9:bw=45,experts=[4,6,7,9]; c0:bw=107,experts=[0,1,2,3,4,5,7,8,13,14]; c2:bw=97,experts=[0,2,3,4,5,6,7,12,15]","2.3643,24.2716,0.7068,8.5394,4.7998,7.1215,3.7303,5.6991,8.2009,0.3248"
17,2026-09-19 09:29:21,Ours,0.01,0.86998659156721,59.99,68.36,16,68.8007,1:08.80,67.2154,0.1871,1.3965,1105.1644,18:25.16,10,"4,7,8,3,5,1,0,2,9,6",4:109;7:47;8:15;3:99;5:10;1:55;0:20;2:36;9:70;6:73,"4:[0,1,2,4,5,6,8,12,13,14];7:[4,6,8,13];8:[9];3:[0,2,4,5,6,9,10,11,13];5:[6];1:[0,4,5,6,8];0:[4,5];2:[4,6,9];9:[1,4,6,7,8,13,14];6:[0,1,4,5,6,13,14]","c4:bw=109,experts=[0,1,2,4,5,6,8,12,13,14]; c7:bw=47,experts=[4,6,8,13]; c8:bw=15,experts=[9]; c3:bw=99,experts=[0,2,4,5,6,9,10,11,13]; c5:bw=10,experts=[6]; c1:bw=55,experts=[0,4,5,6,8]; c0:bw=20,experts=[4,5]; c2:bw=36,experts=[4,6,9]; c9:bw=70,experts=[1,4,6,7,8,13,14]; c6:bw=73,experts=[0,1,4,5,6,13,14]","3.8072,4.5606,8.1862,0.6791,6.8531,26.5179,8.2133,0.3260,5.6862,2.3858"
18,2026-09-19 09:30:31,Ours,0.01,0.9226089333698877,68.44,68.44,18,69.2341,1:09.23,67.7156,0.1872,1.3295,1174.4197,19:34.42,10,"1,8,5,2,9,7,4,3,0,6",1:12;8:10;5:66;2:71;9:35;7:103;4:105;3:70;0:92;6:59,"1:[6];8:[4];5:[4,5,6,9,13,14];2:[1,2,4,5,6,12,14];9:[4,6,14];7:[0,4,5,6,8,9,10,11,12,13];4:[0,1,2,4,5,7,8,13,14,15];3:[4,5,6,9,10,11,13];0:[0,1,2,4,5,8,11,12,14];6:[1,2,4,5,14]","c1:bw=12,experts=[6]; c8:bw=10,experts=[4]; c5:bw=66,experts=[4,5,6,9,13,14]; c2:bw=71,experts=[1,2,4,5,6,12,14]; c9:bw=35,experts=[4,6,14]; c7:bw=103,experts=[0,4,5,6,8,9,10,11,12,13]; c4:bw=105,experts=[0,1,2,4,5,7,8,13,14,15]; c3:bw=70,experts=[4,5,6,9,10,11,13]; c0:bw=92,experts=[0,1,2,4,5,8,11,12,14]; c6:bw=59,experts=[1,2,4,5,14]","26.8644,8.2789,6.8881,0.3105,5.6179,4.7835,3.7561,0.7391,8.0854,2.3916"
19,2026-09-19 09:31:38,Ours,0.01,0.832340007364732,52.54,68.44,18,67.0467,1:07.05,65.5034,0.1953,1.3462,1241.4875,20:41.49,10,"8,0,4,1,9,5,7,2,6,3",8:105;0:79;4:97;1:87;9:72;5:55;7:42;2:27;6:124;3:75,"8:[0,1,2,4,5,6,8,11,13,14];0:[0,1,2,4,5,12,13];4:[0,1,2,4,5,8,12,13,14];1:[0,1,2,5,6,8,13,14];9:[1,4,6,8,10,13,14];5:[0,4,5,6,14];7:[4,6,8,13];2:[4,6];6:[0,1,2,4,5,6,8,11,12,13,14,15];3:[0,4,5,6,9,11,13]","c8:bw=105,experts=[0,1,2,4,5,6,8,11,13,14]; c0:bw=79,experts=[0,1,2,4,5,12,13]; c4:bw=97,experts=[0,1,2,4,5,8,12,13,14]; c1:bw=87,experts=[0,1,2,5,6,8,13,14]; c9:bw=72,experts=[1,4,6,8,10,13,14]; c5:bw=55,experts=[0,4,5,6,14]; c7:bw=42,experts=[4,6,8,13]; c2:bw=27,experts=[4,6]; c6:bw=124,experts=[0,1,2,4,5,6,8,11,12,13,14,15]; c3:bw=75,experts=[0,4,5,6,9,11,13]","7.9325,8.2090,3.7387,25.7108,5.5834,6.6931,4.2771,0.3823,2.2856,0.6909"
20,2026-09-19 09:32:42,Ours,0.01,0.9887346134430274,69.28,69.28,20,64.4281,1:04.43,62.7885,0.1994,1.4385,1305.9371,21:45.94,10,"0,2,1,9,7,6,3,5,4,8",0:52;2:78;1:76;9:31;7:81;6:128;3:34;5:10;4:112;8:95,"0:[0,4,5,12,13];2:[0,2,4,5,6,12,13];1:[1,2,4,6,8,13,14];9:[4,6,14];7:[0,1,4,5,6,8,12,13];6:[0,1,2,4,5,8,9,10,11,12,13,14];3:[4,5,6];5:[3];4:[0,1,2,3,4,5,8,10,11,12,13];8:[0,4,5,6,8,9,11,12,13]","c0:bw=52,experts=[0,4,5,12,13]; c2:bw=78,experts=[0,2,4,5,6,12,13]; c1:bw=76,experts=[1,2,4,6,8,13,14]; c9:bw=31,experts=[4,6,14]; c7:bw=81,experts=[0,1,4,5,6,8,12,13]; c6:bw=128,experts=[0,1,2,4,5,8,9,10,11,12,13,14]; c3:bw=34,experts=[4,5,6]; c5:bw=10,experts=[3]; c4:bw=112,experts=[0,1,2,3,4,5,8,10,11,12,13]; c8:bw=95,experts=[0,4,5,6,8,9,11,12,13]","8.0282,0.3065,21.5192,5.7171,4.7251,2.4518,0.7314,6.8106,3.8065,8.6921"
21,2026-09-19 09:33:43,Ours,0.01,0.8143055000029443,62.69,69.28,20,61.2275,1:01.23,59.6828,0.1803,1.3627,1367.1877,22:47.19,10,"1,2,7,4,8,5,0,3,6,9",1:77;2:75;7:24;4:90;8:34;5:61;0:125;3:14;6:29;9:48,"1:[1,2,4,6,7,13,14];2:[0,2,4,5,6,12,13];7:[4,6];4:[1,2,4,5,6,8,12,14,15];8:[4,6,14];5:[1,4,5,6,13,14];0:[0,1,2,4,5,6,7,8,11,12,13,14];3:[8];6:[3,4];9:[0,4,6,11]","c1:bw=77,experts=[1,2,4,6,7,13,14]; c2:bw=75,experts=[0,2,4,5,6,12,13]; c7:bw=24,experts=[4,6]; c4:bw=90,experts=[1,2,4,5,6,8,12,14,15]; c8:bw=34,experts=[4,6,14]; c5:bw=61,experts=[1,4,5,6,13,14]; c0:bw=125,experts=[0,1,2,4,5,6,7,8,11,12,13,14]; c3:bw=14,experts=[8]; c6:bw=29,experts=[3,4]; c9:bw=48,experts=[0,4,6,11]","21.9955,0.3190,4.1996,3.3937,7.6720,6.7128,7.1093,0.6605,2.0535,5.5669"
22,2026-09-19 09:34:44,Ours,0.01,0.9017532407149375,72.39,72.39,22,60.7577,1:00.76,59.2462,0.1767,1.3331,1427.9676,23:47.97,10,"7,9,1,6,5,2,0,4,3,8",7:31;9:62;1:12;6:116;5:31;2:125;0:126;4:69;3:105;8:62,"7:[3,4,6];9:[1,2,4,6,7,14];1:[6];6:[0,1,2,4,5,6,9,10,12,13,14];5:[4,6,14];2:[0,1,2,4,5,6,8,9,11,12,13,14];0:[0,1,2,4,5,6,8,9,11,12,13,14];4:[1,2,4,5,6,14];3:[0,2,4,5,6,8,9,11,12,13];8:[4,5,6,11,12,13]","c7:bw=31,experts=[3,4,6]; c9:bw=62,experts=[1,2,4,6,7,14]; c1:bw=12,experts=[6]; c6:bw=116,experts=[0,1,2,4,5,6,9,10,12,13,14]; c5:bw=31,experts=[4,6,14]; c2:bw=125,experts=[0,1,2,4,5,6,8,9,11,12,13,14]; c0:bw=126,experts=[0,1,2,4,5,6,8,9,11,12,13,14]; c4:bw=69,experts=[1,2,4,5,6,14]; c3:bw=105,experts=[0,2,4,5,6,8,9,11,12,13]; c8:bw=62,experts=[4,5,6,11,12,13]","4.0454,5.5999,21.5974,2.0779,6.7140,0.3117,7.2037,3.4354,0.6639,7.5970"
