Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
1,2026-09-18 07:10:28,Ours,0.00208,1.4692847566565301,10.46,10.46,1,52.0559,0:52.06,50.7675,0.1393,1.1477,52.0559,0:52.06,10,"8,1,5,0,7,2,9,4,3,6",8:31;1:16;5:25;0:10;7:11;2:16;9:25;4:22;3:28;6:23,"8:[0,1,2];1:[2];5:[1,2];0:[2];7:[2];2:[2];9:[1,2];4:[1,2];3:[1,2];6:[1,2]","c8:bw=31,experts=[0,1,2]; c1:bw=16,experts=[2]; c5:bw=25,experts=[1,2]; c0:bw=10,experts=[2]; c7:bw=11,experts=[2]; c2:bw=16,experts=[2]; c9:bw=25,experts=[1,2]; c4:bw=22,experts=[1,2]; c3:bw=28,experts=[1,2]; c6:bw=23,experts=[1,2]","8.0659,17.7491,5.5256,5.9993,3.4310,0.2866,4.6040,2.7491,0.5777,1.7791"
12,2026-09-18 07:19:37,Ours,0.01,0.963999373758571,59.07,59.07,12,49.9065,0:49.91,48.6582,0.1348,1.1121,601.5557,10:01.56,10,"1,5,2,4,3,7,9,6,8,0",1:24;5:31;2:32;4:16;3:19;7:16;9:23;6:16;8:31;0:27,"1:[0,2];5:[0,1,2];2:[0,1,2];4:[0];3:[0];7:[0];9:[0,2];6:[0];8:[0,1,2];0:[0,2]","c1:bw=24,experts=[0,2]; c5:bw=31,experts=[0,1,2]; c2:bw=32,experts=[0,1,2]; c4:bw=16,experts=[0]; c3:bw=19,experts=[0]; c7:bw=16,experts=[0]; c9:bw=23,experts=[0,2]; c6:bw=16,experts=[0]; c8:bw=31,experts=[0,1,2]; c0:bw=27,experts=[0,2]","17.8474,5.5061,0.2523,2.7314,0.6040,3.3428,4.5185,1.6924,6.3583,5.8050"
13,2026-09-18 07:20:27,Ours,0.01,0.9444949969717321,59.04,59.07,12,49.6212,0:49.62,48.3878,0.1264,1.1058,651.1906,10:51.19,10,"3,1,4,5,8,6,9,7,0,2",3:17;1:26;4:10;5:16;8:10;6:20;9:10;7:32;0:14;2:10,"3:[0];1:[0,2];4:[0];5:[0];8:[0];6:[0,2];9:[0];7:[0,1,2];0:[0];2:[0]","c3:bw=17,experts=[0]; c1:bw=26,experts=[0,2]; c4:bw=10,experts=[0]; c5:bw=16,experts=[0]; c8:bw=10,experts=[0]; c6:bw=20,experts=[0,2]; c9:bw=10,experts=[0]; c7:bw=32,experts=[0,1,2]; c0:bw=14,experts=[0]; c2:bw=10,experts=[0]","0.5342,17.7794,2.7458,5.5012,6.2949,1.7020,4.5149,3.3147,5.7519,0.2488"
14,2026-09-18 07:21:17,Ours,0.01,0.9345821581170906,63.81,63.81,14,49.5853,0:49.59,48.3214,0.1332,1.1294,700.7891,11:40.79,10,"2,4,5,1,7,0,9,3,8,6",2:25;4:10;5:36;1:21;7:14;0:14;9:18;3:25;8:12;6:37,"2:[0,2];4:[0];5:[0,1,2];1:[0,2];7:[0];0:[0];9:[0];3:[0,2];8:[0];6:[0,1,2]","c2:bw=25,experts=[0,2]; c4:bw=10,experts=[0]; c5:bw=36,experts=[0,1,2]; c1:bw=21,experts=[0,2]; c7:bw=14,experts=[0]; c0:bw=14,experts=[0]; c9:bw=18,experts=[0]; c3:bw=25,experts=[0,2]; c8:bw=12,experts=[0]; c6:bw=37,experts=[0,1,2]","0.2526,2.7494,5.4801,17.6946,3.3154,5.7995,4.5166,0.5367,6.2833,1.6932"
15,2026-09-18 07:22:06,Ours,0.01,0.9234533492244157,63.52,63.81,14,49.5362,0:49.54,48.2816,0.1255,1.128,750.3391,12:30.34,10,"7,0,1,8,3,2,4,5,9,6",7:33;0:11;1:10;8:29;3:10;2:29;4:26;5:10;9:11;6:18,"7:[0,1,2];0:[0];1:[0];8:[0,2];3:[0];2:[0,2];4:[0,2];5:[0];9:[0];6:[0]","c7:bw=33,experts=[0,1,2]; c0:bw=11,experts=[0]; c1:bw=10,experts=[0]; c8:bw=29,experts=[0,2]; c3:bw=10,experts=[0]; c2:bw=29,experts=[0,2]; c4:bw=26,experts=[0,2]; c5:bw=10,experts=[0]; c9:bw=11,experts=[0]; c6:bw=18,experts=[0]","3.3518,5.7863,17.7016,6.2681,0.5365,0.2480,2.7521,5.4522,4.5027,1.6822"
16,2026-09-18 07:22:56,Ours,0.01,0.9129246089551121,62.68,63.81,14,49.659,0:49.66,48.4004,0.1334,1.1238,800.0124,13:20.01,10,"6,1,3,8,7,5,4,9,0,2",6:22;1:16;3:24;8:27;7:12;5:22;4:20;9:13;0:32;2:29,"6:[0,2];1:[0];3:[0,2];8:[0,2];7:[0];5:[0,2];4:[0,2];9:[0];0:[0,1,2];2:[0,2]","c6:bw=22,experts=[0,2]; c1:bw=16,experts=[0]; c3:bw=24,experts=[0,2]; c8:bw=27,experts=[0,2]; c7:bw=12,experts=[0]; c5:bw=22,experts=[0,2]; c4:bw=20,experts=[0,2]; c9:bw=13,experts=[0]; c0:bw=32,experts=[0,1,2]; c2:bw=29,experts=[0,2]","1.7036,17.7213,0.5387,6.3231,3.3091,5.4831,2.7628,4.5050,5.7996,0.2539"
17,2026-09-18 07:23:45,Ours,0.01,0.9052109141758032,63.74,63.81,14,49.4697,0:49.47,48.2351,0.128,1.1054,849.4974,14:09.50,10,"4,7,8,3,5,1,0,2,9,6",4:32;7:14;8:10;3:29;5:10;1:16;0:10;2:11;9:21;6:21,"4:[0,1,2];7:[0];8:[0];3:[0,2];5:[0];1:[0];0:[0];2:[0];9:[0,2];6:[0,2]","c4:bw=32,experts=[0,1,2]; c7:bw=14,experts=[0]; c8:bw=10,experts=[0]; c3:bw=29,experts=[0,2]; c5:bw=10,experts=[0]; c1:bw=16,experts=[0]; c0:bw=10,experts=[0]; c2:bw=11,experts=[0]; c9:bw=21,experts=[0,2]; c6:bw=21,experts=[0,2]","2.7780,3.3118,6.2941,0.5290,5.4711,17.5996,5.7646,0.2495,4.5546,1.6828"
18,2026-09-18 07:24:35,Ours,0.01,0.9060754952354817,66.11,66.11,18,49.5278,0:49.53,48.2937,0.1319,1.101,899.0391,14:59.04,10,"1,8,5,2,9,7,4,3,0,6",1:10;8:10;5:19;2:21;9:10;7:30;4:31;3:21;0:27;6:17,"1:[0];8:[0];5:[0];2:[0,2];9:[0];7:[0,1,2];4:[0,1,2];3:[0,2];0:[0,2];6:[0]","c1:bw=10,experts=[0]; c8:bw=10,experts=[0]; c5:bw=19,experts=[0]; c2:bw=21,experts=[0,2]; c9:bw=10,experts=[0]; c7:bw=30,experts=[0,1,2]; c4:bw=31,experts=[0,1,2]; c3:bw=21,experts=[0,2]; c0:bw=27,experts=[0,2]; c6:bw=17,experts=[0]","17.6436,6.3126,5.4870,0.2535,4.5180,3.3208,2.7339,0.5360,5.7939,1.6943"
19,2026-09-18 07:25:24,Ours,0.01,0.8997242830458949,64.72,66.11,18,49.4424,0:49.44,48.1787,0.1273,1.1353,948.4967,15:48.50,10,"8,0,4,1,9,5,7,2,6,3",8:31;0:23;4:28;1:26;9:21;5:16;7:12;2:10;6:36;3:22,"8:[0,1,2];0:[0,2];4:[0,2];1:[0,2];9:[0,2];5:[0];7:[0];2:[0];6:[0,1,2];3:[0,2]","c8:bw=31,experts=[0,1,2]; c0:bw=23,experts=[0,2]; c4:bw=28,experts=[0,2]; c1:bw=26,experts=[0,2]; c9:bw=21,experts=[0,2]; c5:bw=16,experts=[0]; c7:bw=12,experts=[0]; c2:bw=10,experts=[0]; c6:bw=36,experts=[0,1,2]; c3:bw=22,experts=[0,2]","6.3379,5.7922,2.7744,17.5499,4.5101,5.4442,3.3001,0.2460,1.6960,0.5277"
20,2026-09-18 07:26:14,Ours,0.01,0.8836154549639754,66.36,66.36,20,49.3057,0:49.31,48.0746,0.1319,1.098,997.8196,16:37.82,10,"0,2,1,9,7,6,3,5,4,8",0:15;2:23;1:22;9:10;7:24;6:38;3:10;5:10;4:33;8:28,"0:[0];2:[0,2];1:[0,2];9:[0];7:[0,2];6:[0,1,2];3:[0];5:[0];4:[0,1,2];8:[0,2]","c0:bw=15,experts=[0]; c2:bw=23,experts=[0,2]; c1:bw=22,experts=[0,2]; c9:bw=10,experts=[0]; c7:bw=24,experts=[0,2]; c6:bw=38,experts=[0,1,2]; c3:bw=10,experts=[0]; c5:bw=10,experts=[0]; c4:bw=33,experts=[0,1,2]; c8:bw=28,experts=[0,2]","5.8132,0.2505,17.5413,4.4962,3.2850,1.6830,0.5272,5.4603,2.7289,6.2890"
21,2026-09-18 07:27:03,Ours,0.01,0.8810343353938789,67.03,67.03,21,49.5327,0:49.53,48.2644,0.127,1.14,1047.3683,17:27.37,10,"1,2,7,4,8,5,0,3,6,9",1:23;2:22;7:10;4:26;8:10;5:18;0:37;3:10;6:10;9:14,"1:[0,2];2:[0,2];7:[0];4:[0,2];8:[0];5:[0];0:[0,1,2];3:[0];6:[0];9:[0]","c1:bw=23,experts=[0,2]; c2:bw=22,experts=[0,2]; c7:bw=10,experts=[0]; c4:bw=26,experts=[0,2]; c8:bw=10,experts=[0]; c5:bw=18,experts=[0]; c0:bw=37,experts=[0,1,2]; c3:bw=10,experts=[0]; c6:bw=10,experts=[0]; c9:bw=14,experts=[0]","17.6700,0.2569,3.3116,2.7788,6.2720,5.4585,5.8012,0.5364,1.6735,4.5056"
22,2026-09-18 07:27:53,Ours,0.01,0.8750708299660334,66.9,67.03,21,49.5467,0:49.55,48.2986,0.1335,1.1133,1096.9303,18:16.93,10,"7,9,1,6,5,2,0,4,3,8",7:10;9:18;1:10;6:34;5:10;2:37;0:37;4:20;3:31;8:18,"7:[0];9:[0];1:[0];6:[0,1,2];5:[0];2:[0,1,2];0:[0,1,2];4:[0,2];3:[0,1,2];8:[0]","c7:bw=10,experts=[0]; c9:bw=18,experts=[0]; c1:bw=10,experts=[0]; c6:bw=34,experts=[0,1,2]; c5:bw=10,experts=[0]; c2:bw=37,experts=[0,1,2]; c0:bw=37,experts=[0,1,2]; c4:bw=20,experts=[0,2]; c3:bw=31,experts=[0,1,2]; c8:bw=18,experts=[0]","3.3262,4.5071,17.5483,1.6947,5.6359,0.2503,5.8042,2.7165,0.5333,6.2821"
23,2026-09-18 07:28:42,Ours,0.01,0.8735800659036738,68.33,68.33,23,49.5384,0:49.54,48.2887,0.1285,1.12,1146.4844,19:06.48,10,"5,7,4,6,9,8,3,1,2,0",5:29;7:10;4:31;6:10;9:28;8:19;3:10;1:34;2:18;0:10,"5:[0,2];7:[0];4:[0,1,2];6:[0];9:[0,2];8:[0];3:[0];1:[0,1,2];2:[0];0:[0]","c5:bw=29,experts=[0,2]; c7:bw=10,experts=[0]; c4:bw=31,experts=[0,1,2]; c6:bw=10,experts=[0]; c9:bw=28,experts=[0,2]; c8:bw=19,experts=[0]; c3:bw=10,experts=[0]; c1:bw=34,experts=[0,1,2]; c2:bw=18,experts=[0]; c0:bw=10,experts=[0]","5.5641,3.3887,2.7159,1.6789,4.5364,6.2754,0.5308,17.5255,0.2553,5.8177"
24,2026-09-18 07:29:32,Ours,0.01,0.8689064377781157,66.22,68.33,23,49.2538,0:49.25,48.0264,0.1305,1.0957,1195.754,19:55.75,10,"6,4,7,9,2,1,5,8,3,0",6:17;4:10;7:10;9:28;2:24;1:10;5:14;8:10;3:10;0:17,"6:[0];4:[0];7:[0];9:[0,2];2:[0,2];1:[0];5:[0];8:[0];3:[0];0:[0]","c6:bw=17,experts=[0]; c4:bw=10,experts=[0]; c7:bw=10,experts=[0]; c9:bw=28,experts=[0,2]; c2:bw=24,experts=[0,2]; c1:bw=10,experts=[0]; c5:bw=14,experts=[0]; c8:bw=10,experts=[0]; c3:bw=10,experts=[0]; c0:bw=17,experts=[0]","1.7027,2.7339,3.3073,4.5296,0.2499,17.4639,5.4767,6.2620,0.5296,5.7709"
25,2026-09-18 07:30:21,Ours,0.01,0.8622841911672537,69.69,69.69,25,49.4682,0:49.47,48.1997,0.1307,1.1367,1245.2387,20:45.24,10,"9,6,4,3,5,1,8,2,0,7",9:22;6:10;4:32;3:10;5:35;1:27;8:30;2:10;0:31;7:22,"9:[0,2];6:[0];4:[0,1,2];3:[0];5:[0,1,2];1:[0,2];8:[0,1,2];2:[0];0:[0,1,2];7:[0,2]","c9:bw=22,experts=[0,2]; c6:bw=10,experts=[0]; c4:bw=32,experts=[0,1,2]; c3:bw=10,experts=[0]; c5:bw=35,experts=[0,1,2]; c1:bw=27,experts=[0,2]; c8:bw=30,experts=[0,1,2]; c2:bw=10,experts=[0]; c0:bw=31,experts=[0,1,2]; c7:bw=22,experts=[0,2]","4.5403,1.6921,2.7363,0.5312,5.4744,17.5239,6.3129,0.2532,5.8257,3.3098"
26,2026-09-18 07:31:10,Ours,0.01,0.8611336270355678,69.43,69.69,25,49.2634,0:49.26,48.0105,0.131,1.1207,1294.5182,21:34.52,10,"3,6,9,7,1,5,2,8,0,4",3:25;6:19;9:28;7:17;1:18;5:11;2:17;8:30;0:10;4:26,"3:[0,2];6:[0];9:[0,2];7:[0];1:[0];5:[0];2:[0];8:[0,1,2];0:[0];4:[0,2]","c3:bw=25,experts=[0,2]; c6:bw=19,experts=[0]; c9:bw=28,experts=[0,2]; c7:bw=17,experts=[0]; c1:bw=18,experts=[0]; c5:bw=11,experts=[0]; c2:bw=17,experts=[0]; c8:bw=30,experts=[0,1,2]; c0:bw=10,experts=[0]; c4:bw=26,experts=[0,2]","0.5377,1.6957,4.5490,3.2937,17.3922,5.4661,0.3247,6.2512,5.8032,2.6968"
27,2026-09-18 07:32:00,Ours,0.01,0.8540937112224306,70.08,70.08,27,49.4572,0:49.46,48.2132,0.1277,1.1151,1343.9929,22:23.99,10,"7,1,4,0,9,2,8,3,6,5",7:29;1:34;4:10;0:20;9:10;2:11;8:31;3:12;6:35;5:20,"7:[0,2];1:[0,1,2];4:[0];0:[0,2];9:[0];2:[0];8:[0,1,2];3:[0];6:[0,1,2];5:[0,2]","c7:bw=29,experts=[0,2]; c1:bw=34,experts=[0,1,2]; c4:bw=10,experts=[0]; c0:bw=20,experts=[0,2]; c9:bw=10,experts=[0]; c2:bw=11,experts=[0]; c8:bw=31,experts=[0,1,2]; c3:bw=12,experts=[0]; c6:bw=35,experts=[0,1,2]; c5:bw=20,experts=[0,2]","3.3222,17.5575,2.7103,5.8519,4.5295,0.2479,6.2970,0.5348,1.6977,5.4645"
28,2026-09-18 07:32:49,Ours,0.01,0.8517329032879053,70.6,70.6,28,49.2255,0:49.23,47.9848,0.1352,1.1043,1393.235,23:13.24,10,"6,9,0,8,2,5,1,3,4,7",6:16;9:27;0:26;8:16;2:10;5:18;1:14;3:10;4:10;7:10,"6:[0];9:[0,2];0:[0,2];8:[0];2:[0];5:[0];1:[0];3:[0];4:[0];7:[0]","c6:bw=16,experts=[0]; c9:bw=27,experts=[0,2]; c0:bw=26,experts=[0,2]; c8:bw=16,experts=[0]; c2:bw=10,experts=[0]; c5:bw=18,experts=[0]; c1:bw=14,experts=[0]; c3:bw=10,experts=[0]; c4:bw=10,experts=[0]; c7:bw=10,experts=[0]","1.6973,4.5661,5.8584,6.2697,0.2456,5.4273,17.4031,0.5289,2.6908,3.2976"
29,2026-09-18 07:33:38,Ours,0.01,0.8497219320206663,70.05,70.6,28,49.3186,0:49.32,48.0512,0.1293,1.1369,1442.5714,24:02.57,10,"4,0,1,9,6,8,7,3,2,5",4:21;0:24;1:18;9:24;6:24;8:19;7:12;3:18;2:10;5:19,"4:[0,2];0:[0,2];1:[0];9:[0,2];6:[0,2];8:[0];7:[0];3:[0];2:[0];5:[0]","c4:bw=21,experts=[0,2]; c0:bw=24,experts=[0,2]; c1:bw=18,experts=[0]; c9:bw=24,experts=[0,2]; c6:bw=24,experts=[0,2]; c8:bw=19,experts=[0]; c7:bw=12,experts=[0]; c3:bw=18,experts=[0]; c2:bw=10,experts=[0]; c5:bw=19,experts=[0]","2.7042,5.8727,17.5221,4.5236,1.6812,6.1925,3.3075,0.5366,0.2453,5.4656"
30,2026-09-18 07:34:28,Ours,0.01,0.8424312758116889,69.12,70.6,28,49.3462,0:49.35,48.1168,0.1291,1.099,1491.9352,24:51.94,10,"5,1,9,4,0,8,6,7,3,2",5:34;1:20;9:30;4:29;0:10;8:23;6:10;7:10;3:33;2:15,"5:[0,1,2];1:[0,2];9:[0,2,3];4:[0,2];0:[0];8:[0,2];6:[0];7:[0];3:[0,1,2];2:[0]","c5:bw=34,experts=[0,1,2]; c1:bw=20,experts=[0,2]; c9:bw=30,experts=[0,2,3]; c4:bw=29,experts=[0,2]; c0:bw=10,experts=[0]; c8:bw=23,experts=[0,2]; c6:bw=10,experts=[0]; c7:bw=10,experts=[0]; c3:bw=33,experts=[0,1,2]; c2:bw=15,experts=[0]","5.5281,17.5850,4.5374,2.7205,5.8202,6.1831,1.6777,3.2839,0.5326,0.2482"
31,2026-09-18 07:35:17,Ours,0.01,0.8426386059807666,72.13,72.13,31,49.382,0:49.38,48.1322,0.1306,1.118,1541.3348,25:41.33,10,"6,4,9,1,5,8,3,2,0,7",6:16;4:11;9:25;1:17;5:34;8:18;3:13;2:10;0:26;7:35,"6:[0];4:[0];9:[0,2];1:[0];5:[0,1,2];8:[0];3:[0];2:[0];0:[0,2];7:[0,1,2]","c6:bw=16,experts=[0]; c4:bw=11,experts=[0]; c9:bw=25,experts=[0,2]; c1:bw=17,experts=[0]; c5:bw=34,experts=[0,1,2]; c8:bw=18,experts=[0]; c3:bw=13,experts=[0]; c2:bw=10,experts=[0]; c0:bw=26,experts=[0,2]; c7:bw=35,experts=[0,1,2]","1.6996,2.7283,4.5502,17.4988,5.4912,6.2014,0.5431,0.2500,5.8547,3.3149"
