Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
1,2026-09-18 15:29:52,Ours,0.00208,1.4689494013714077,18.38,18.38,1,51.9651,0:51.97,50.5383,0.1842,1.2414,51.9651,0:51.97,10,"8,1,5,0,7,2,9,4,3,6",8:31;1:16;5:25;0:10;7:11;2:16;9:25;4:22;3:28;6:23,"8:[0,1,2];1:[2];5:[1,2];0:[2];7:[2];2:[2];9:[1,2];4:[1,2];3:[1,2];6:[1,2]","c8:bw=31,experts=[0,1,2]; c1:bw=16,experts=[2]; c5:bw=25,experts=[1,2]; c0:bw=10,experts=[2]; c7:bw=11,experts=[2]; c2:bw=16,experts=[2]; c9:bw=25,experts=[1,2]; c4:bw=22,experts=[1,2]; c3:bw=28,experts=[1,2]; c6:bw=23,experts=[1,2]","7.1292,18.0917,5.6122,6.0221,3.4935,0.2881,4.6965,2.8096,0.5919,1.8034"
32,2026-09-18 15:56:37,Ours,0.01,0.8078000806324551,70.84,72.89,27,51.1586,0:51.16,49.8321,0.1684,1.1568,1656.5797,27:36.58,10,"8,5,4,7,0,1,3,6,2,9",8:12;5:20;4:27;7:26;0:25;1:12;3:16;6:15;2:30;9:17,"8:[0];5:[0,1];4:[0,2];7:[0,1];0:[0,2];1:[0];3:[0];6:[0];2:[0,1,2];9:[0]","c8:bw=12,experts=[0]; c5:bw=20,experts=[0,1]; c4:bw=27,experts=[0,2]; c7:bw=26,experts=[0,1]; c0:bw=25,experts=[0,2]; c1:bw=12,experts=[0]; c3:bw=16,experts=[0]; c6:bw=15,experts=[0]; c2:bw=30,experts=[0,1,2]; c9:bw=17,experts=[0]","6.4581,5.7311,2.8171,3.4524,6.0567,18.0844,0.5506,1.7478,0.2570,4.6768"
33,2026-09-18 15:57:28,Ours,0.01,0.8007026259824708,72.12,72.89,27,51.2926,0:51.29,49.9694,0.172,1.15,1707.8913,28:27.89,10,"7,1,3,6,5,9,2,8,4,0",7:29;1:19;3:39;6:20;5:16;9:23;2:13;8:28;4:25;0:35,"7:[0,1];1:[0];3:[0,1,2];6:[0,1];5:[0];9:[0,1];2:[0];8:[0,1];4:[0,2];0:[0,1,2]","c7:bw=29,experts=[0,1]; c1:bw=19,experts=[0]; c3:bw=39,experts=[0,1,2]; c6:bw=20,experts=[0,1]; c5:bw=16,experts=[0]; c9:bw=23,experts=[0,1]; c2:bw=13,experts=[0]; c8:bw=28,experts=[0,1]; c4:bw=25,experts=[0,2]; c0:bw=35,experts=[0,1,2]","3.4616,18.2468,0.5595,1.7625,5.7000,4.7010,0.2585,6.4502,2.7961,6.0330"
34,2026-09-18 15:58:20,Ours,0.01,0.7928471115890459,72.82,72.89,27,51.2704,0:51.27,49.9553,0.1605,1.1533,1759.1801,29:19.18,10,"4,1,6,9,8,0,5,7,3,2",4:26;1:26;6:27;9:38;8:23;0:12;5:33;7:18;3:40;2:30,"4:[0,2];1:[0,1];6:[0,1];9:[0,1,2];8:[0,1];0:[0];5:[0,1,2];7:[0];3:[0,1,2,3];2:[0,1,2]","c4:bw=26,experts=[0,2]; c1:bw=26,experts=[0,1]; c6:bw=27,experts=[0,1]; c9:bw=38,experts=[0,1,2]; c8:bw=23,experts=[0,1]; c0:bw=12,experts=[0]; c5:bw=33,experts=[0,1,2]; c7:bw=18,experts=[0]; c3:bw=40,experts=[0,1,2,3]; c2:bw=30,experts=[0,1,2]","2.8281,18.2746,1.7496,4.7131,6.4468,6.0011,5.7110,3.4141,0.5534,0.2634"
35,2026-09-18 15:59:11,Ours,0.01,0.7908842198712875,73.01,73.01,35,51.406,0:51.41,50.0845,0.173,1.1472,1810.6054,30:10.61,10,"4,0,1,6,2,8,9,7,5,3",4:18;0:11;1:17;6:24;2:25;8:28;9:15;7:27;5:23;3:13,"4:[0];0:[0];1:[0];6:[0,1];2:[0,1];8:[0,1];9:[0];7:[0,1];5:[0,1];3:[0]","c4:bw=18,experts=[0]; c0:bw=11,experts=[0]; c1:bw=17,experts=[0]; c6:bw=24,experts=[0,1]; c2:bw=25,experts=[0,1]; c8:bw=28,experts=[0,1]; c9:bw=15,experts=[0]; c7:bw=27,experts=[0,1]; c5:bw=23,experts=[0,1]; c3:bw=13,experts=[0]","2.8096,6.0519,18.1610,1.7570,0.2611,6.4511,4.7797,3.4828,5.7745,0.5557"
36,2026-09-18 16:00:03,Ours,0.01,0.7873368949356531,73.36,73.36,36,51.6297,0:51.63,50.3307,0.1674,1.1302,1862.2551,31:02.26,10,"9,0,3,7,6,5,1,4,8,2",9:21;0:20;3:33;7:15;6:24;5:27;1:10;4:40;8:28;2:28,"9:[0,1];0:[0,1];3:[0,1,2];7:[0];6:[0,1];5:[0,1];1:[0];4:[0,1,2,3];8:[0,1];2:[0,1]","c9:bw=21,experts=[0,1]; c0:bw=20,experts=[0,1]; c3:bw=33,experts=[0,1,2]; c7:bw=15,experts=[0]; c6:bw=24,experts=[0,1]; c5:bw=27,experts=[0,1]; c1:bw=10,experts=[0]; c4:bw=40,experts=[0,1,2,3]; c8:bw=28,experts=[0,1]; c2:bw=28,experts=[0,1]","4.8106,6.1503,0.5557,3.4791,1.7539,5.7680,18.2606,2.8488,6.4451,0.2586"
37,2026-09-18 16:00:54,Ours,0.01,0.7820994615633476,74.2,74.2,37,51.5719,0:51.57,50.2683,0.1553,1.147,1913.8467,31:53.85,10,"1,5,2,6,4,7,9,0,3,8",1:10;5:22;2:20;6:36;4:22;7:23;9:22;0:30;3:20;8:10,"1:[0];5:[0,1];2:[0,1];6:[0,1,2];4:[0,1];7:[0,1];9:[0,1];0:[0,1,2];3:[0,1];8:[0]","c1:bw=10,experts=[0]; c5:bw=22,experts=[0,1]; c2:bw=20,experts=[0,1]; c6:bw=36,experts=[0,1,2]; c4:bw=22,experts=[0,1]; c7:bw=23,experts=[0,1]; c9:bw=22,experts=[0,1]; c0:bw=30,experts=[0,1,2]; c3:bw=20,experts=[0,1]; c8:bw=10,experts=[0]","18.3581,5.7965,0.2670,1.7713,2.8487,3.4482,4.7342,6.0608,0.5589,6.4247"
38,2026-09-18 16:01:46,Ours,0.01,0.7824736899195885,72.9,74.2,37,51.5949,0:51.59,50.2848,0.1594,1.146,1965.4605,32:45.46,10,"8,6,4,1,5,2,3,7,9,0",8:25;6:10;4:29;1:17;5:10;2:10;3:21;7:28;9:14;0:22,"8:[0,1];6:[0];4:[0,2];1:[0];5:[0];2:[0];3:[0,1];7:[0,1];9:[0];0:[0,2]","c8:bw=25,experts=[0,1]; c6:bw=10,experts=[0]; c4:bw=29,experts=[0,2]; c1:bw=17,experts=[0]; c5:bw=10,experts=[0]; c2:bw=10,experts=[0]; c3:bw=21,experts=[0,1]; c7:bw=28,experts=[0,1]; c9:bw=14,experts=[0]; c0:bw=22,experts=[0,2]","6.5051,1.7926,2.9197,18.3204,5.7299,0.2593,0.5668,3.4468,4.7186,6.0256"
39,2026-09-18 16:02:39,Ours,0.01,0.7711648619776845,72.71,74.2,37,52.8605,0:52.86,51.5214,0.1677,1.1702,2018.3432,33:38.34,10,"3,0,1,7,6,8,2,4,9,5",3:14;0:10;1:25;7:22;6:17;8:25;2:20;4:20;9:13;5:40,"3:[0];0:[0];1:[0,1];7:[0,1];6:[0];8:[0,1];2:[0,1];4:[0,2];9:[0];5:[0,1,2,3]","c3:bw=14,experts=[0]; c0:bw=10,experts=[0]; c1:bw=25,experts=[0,1]; c7:bw=22,experts=[0,1]; c6:bw=17,experts=[0]; c8:bw=25,experts=[0,1]; c2:bw=20,experts=[0,1]; c4:bw=20,experts=[0,2]; c9:bw=13,experts=[0]; c5:bw=40,experts=[0,1,2,3]","0.5531,6.0537,18.5224,3.9879,2.1892,6.6581,0.2662,2.8291,4.7337,5.7280"
40,2026-09-18 16:03:30,Ours,0.01,0.755578311234253,72.99,74.2,37,51.6293,0:51.63,50.3046,0.166,1.1574,2069.9921,34:29.99,10,"8,1,5,6,2,7,3,4,9,0",8:14;1:23;5:18;6:26;2:36;7:37;3:10;4:11;9:22;0:20,"8:[0];1:[0,1];5:[0];6:[0,1];2:[0,1,2];7:[0,1,2];3:[0];4:[0];9:[0,1];0:[0,2]","c8:bw=14,experts=[0]; c1:bw=23,experts=[0,1]; c5:bw=18,experts=[0]; c6:bw=26,experts=[0,1]; c2:bw=36,experts=[0,1,2]; c7:bw=37,experts=[0,1,2]; c3:bw=10,experts=[0]; c4:bw=11,experts=[0]; c9:bw=22,experts=[0,1]; c0:bw=20,experts=[0,2]","6.4737,18.4122,5.7614,1.7626,0.2581,3.4532,0.5626,2.8365,4.7282,6.0560"
41,2026-09-18 16:04:22,Ours,0.01,0.7529011341281429,74.32,74.32,41,51.3212,0:51.32,50.0106,0.1589,1.1504,2121.3343,35:21.33,10,"2,6,8,1,4,5,7,3,9,0",2:30;6:10;8:31;1:10;4:28;5:34;7:38;3:22;9:30;0:10,"2:[0,1,2];6:[0];8:[0,1,2];1:[0];4:[0,1];5:[0,1,2];7:[0,1,2];3:[0,1];9:[0,1,2];0:[0]","c2:bw=30,experts=[0,1,2]; c6:bw=10,experts=[0]; c8:bw=31,experts=[0,1,2]; c1:bw=10,experts=[0]; c4:bw=28,experts=[0,1]; c5:bw=34,experts=[0,1,2]; c7:bw=38,experts=[0,1,2]; c3:bw=22,experts=[0,1]; c9:bw=30,experts=[0,1,2]; c0:bw=10,experts=[0]","0.2631,1.7543,6.4864,18.1686,2.8377,5.7418,3.4560,0.5532,4.7123,6.0372"
42,2026-09-18 16:05:14,Ours,0.01,0.7500644713923943,75.74,75.74,42,51.7187,0:51.72,50.3851,0.1745,1.1577,2173.0727,36:13.07,10,"5,1,3,9,6,0,7,4,8,2",5:28;1:27;3:27;9:28;6:19;0:10;7:11;4:30;8:23;2:22,"5:[0,1];1:[0,1];3:[0,1];9:[0,1];6:[0];0:[0];7:[0];4:[0,1,2];8:[0,1];2:[0,1]","c5:bw=28,experts=[0,1]; c1:bw=27,experts=[0,1]; c3:bw=27,experts=[0,1]; c9:bw=28,experts=[0,1]; c6:bw=19,experts=[0]; c0:bw=10,experts=[0]; c7:bw=11,experts=[0]; c4:bw=30,experts=[0,1,2]; c8:bw=23,experts=[0,1]; c2:bw=22,experts=[0,1]","5.8039,18.4303,0.5568,4.7602,1.7683,6.0622,3.4512,2.8222,6.4749,0.2551"
43,2026-09-18 16:06:06,Ours,0.01,0.74131119530223,74.91,75.74,42,52.7766,0:52.78,51.3999,0.1688,1.2065,2225.8724,37:05.87,10,"5,1,2,8,9,7,4,6,3,0",5:29;1:32;2:28;8:25;9:18;7:12;4:19;6:10;3:36;0:12,"5:[0,1];1:[0,1,2];2:[0,1];8:[0,1];9:[0];7:[0];4:[0];6:[0];3:[0,1,2];0:[0]","c5:bw=29,experts=[0,1]; c1:bw=32,experts=[0,1,2]; c2:bw=28,experts=[0,1]; c8:bw=25,experts=[0,1]; c9:bw=18,experts=[0]; c7:bw=12,experts=[0]; c4:bw=19,experts=[0]; c6:bw=10,experts=[0]; c3:bw=36,experts=[0,1,2]; c0:bw=12,experts=[0]","5.7975,18.5713,0.2634,6.6286,4.8950,3.5893,2.9401,1.8301,0.5811,6.3037"
44,2026-09-18 16:07:00,Ours,0.01,0.7383160145195015,74.65,75.74,42,53.5425,0:53.54,52.196,0.1766,1.1684,2279.4368,37:59.44,10,"0,3,4,2,7,5,6,9,8,1",0:37;3:26;4:16;2:20;7:40;5:13;6:11;9:21;8:19;1:25,"0:[0,1,2];3:[0,1];4:[0];2:[0,1];7:[0,1,2,3];5:[0];6:[0];9:[0,1];8:[0];1:[0,1]","c0:bw=37,experts=[0,1,2]; c3:bw=26,experts=[0,1]; c4:bw=16,experts=[0]; c2:bw=20,experts=[0,1]; c7:bw=40,experts=[0,1,2,3]; c5:bw=13,experts=[0]; c6:bw=11,experts=[0]; c9:bw=21,experts=[0,1]; c8:bw=19,experts=[0]; c1:bw=25,experts=[0,1]","6.3826,0.5907,2.9636,0.2735,3.6268,5.9922,1.8286,4.9324,6.7028,18.9028"
45,2026-09-18 16:07:53,Ours,0.01,0.7362257774218168,74.74,75.74,42,53.4552,0:53.46,52.1321,0.1736,1.1482,2332.9144,38:52.91,10,"8,0,3,4,7,2,9,6,5,1",8:31;0:20;3:37;4:36;7:20;2:27;9:14;6:10;5:25;1:31,"8:[0,1,2];0:[0,1];3:[0,1,2];4:[0,1,2];7:[0,1];2:[0,1];9:[0];6:[0];5:[0,1];1:[0,1,2]","c8:bw=31,experts=[0,1,2]; c0:bw=20,experts=[0,1]; c3:bw=37,experts=[0,1,2]; c4:bw=36,experts=[0,1,2]; c7:bw=20,experts=[0,1]; c2:bw=27,experts=[0,1]; c9:bw=14,experts=[0]; c6:bw=10,experts=[0]; c5:bw=25,experts=[0,1]; c1:bw=31,experts=[0,1,2]","6.7650,6.3323,0.5812,2.9358,3.6052,0.2721,4.9034,1.8532,5.9215,18.9626"
46,2026-09-18 16:08:45,Ours,0.01,0.7283051617278666,76.07,76.07,46,51.2837,0:51.28,49.9874,0.1633,1.1317,2384.2192,39:44.22,10,"9,3,6,1,4,5,2,8,0,7",9:20;3:15;6:21;1:23;4:35;5:23;2:32;8:22;0:30;7:16,"9:[0,1];3:[0];6:[0,1];1:[0,1];4:[0,1,2];5:[0,1];2:[0,1,2];8:[0,1];0:[0,1,2];7:[0]","c9:bw=20,experts=[0,1]; c3:bw=15,experts=[0]; c6:bw=21,experts=[0,1]; c1:bw=23,experts=[0,1]; c4:bw=35,experts=[0,1,2]; c5:bw=23,experts=[0,1]; c2:bw=32,experts=[0,1,2]; c8:bw=22,experts=[0,1]; c0:bw=30,experts=[0,1,2]; c7:bw=16,experts=[0]","4.7371,0.5575,1.7792,18.2341,2.8233,5.7217,0.2582,6.4272,6.0340,3.4151"
47,2026-09-18 16:09:36,Ours,0.01,0.7256795775844012,76.2,76.2,47,51.1325,0:51.13,49.8395,0.1678,1.1238,2435.3741,40:35.37,10,"5,6,7,9,8,3,4,0,1,2",5:29;6:12;7:29;9:10;8:22;3:39;4:10;0:25;1:17;2:30,"5:[0,1];6:[0];7:[0,1];9:[0];8:[0,1];3:[0,1,2];4:[0];0:[0,2];1:[0];2:[0,1,2]","c5:bw=29,experts=[0,1]; c6:bw=12,experts=[0]; c7:bw=29,experts=[0,1]; c9:bw=10,experts=[0]; c8:bw=22,experts=[0,1]; c3:bw=39,experts=[0,1,2]; c4:bw=10,experts=[0]; c0:bw=25,experts=[0,2]; c1:bw=17,experts=[0]; c2:bw=30,experts=[0,1,2]","5.7472,1.7690,3.4627,4.7065,6.4395,0.5535,2.8040,6.0238,18.0738,0.2593"
48,2026-09-18 16:10:27,Ours,0.01,0.7136534295838775,75.77,76.2,47,51.2704,0:51.27,49.9571,0.1693,1.1427,2486.6663,41:26.67,10,"1,8,4,2,9,6,5,7,0,3",1:28;8:28;4:37;2:31;9:29;6:25;5:31;7:35;0:10;3:10,"1:[0,1];8:[0,1];4:[0,1,2];2:[0,1,2];9:[0,1];6:[0,1];5:[0,1,2];7:[0,1,2];0:[0];3:[0]","c1:bw=28,experts=[0,1]; c8:bw=28,experts=[0,1]; c4:bw=37,experts=[0,1,2]; c2:bw=31,experts=[0,1,2]; c9:bw=29,experts=[0,1]; c6:bw=25,experts=[0,1]; c5:bw=31,experts=[0,1,2]; c7:bw=35,experts=[0,1,2]; c0:bw=10,experts=[0]; c3:bw=10,experts=[0]","18.2177,6.4665,2.8382,0.2576,4.7311,1.7642,5.7034,3.4400,5.9814,0.5570"
49,2026-09-18 16:11:18,Ours,0.01,0.708918213360937,75.0,76.2,47,51.1994,0:51.20,49.8659,0.1732,1.159,2537.8881,42:17.89,10,"4,3,8,0,2,5,6,7,9,1",4:27;3:18;8:15;0:11;2:32;5:31;6:10;7:24;9:29;1:30,"4:[0,2];3:[0];8:[0];0:[0];2:[0,1,2];5:[0,1,2];6:[0];7:[0,1];9:[0,1];1:[0,1,2]","c4:bw=27,experts=[0,2]; c3:bw=18,experts=[0]; c8:bw=15,experts=[0]; c0:bw=11,experts=[0]; c2:bw=32,experts=[0,1,2]; c5:bw=31,experts=[0,1,2]; c6:bw=10,experts=[0]; c7:bw=24,experts=[0,1]; c9:bw=29,experts=[0,1]; c1:bw=30,experts=[0,1,2]","2.8220,0.5639,6.4443,6.0411,0.2546,5.7179,1.7574,3.4337,4.6933,18.1378"
50,2026-09-18 16:12:10,Ours,0.01,0.705415374130617,74.32,76.2,47,51.1283,0:51.13,49.8237,0.1602,1.1432,2589.0377,43:09.04,10,"8,4,7,6,2,1,3,0,9,5",8:18;4:10;7:19;6:38;2:35;1:36;3:22;0:16;9:15;5:17,"8:[0];4:[0];7:[0];6:[0,1,2];2:[0,1,2];1:[0,1,2];3:[0,1];0:[0];9:[0];5:[0]","c8:bw=18,experts=[0]; c4:bw=10,experts=[0]; c7:bw=19,experts=[0]; c6:bw=38,experts=[0,1,2]; c2:bw=35,experts=[0,1,2]; c1:bw=36,experts=[0,1,2]; c3:bw=22,experts=[0,1]; c0:bw=16,experts=[0]; c9:bw=15,experts=[0]; c5:bw=17,experts=[0]","6.4227,2.8175,3.4404,1.7733,0.2555,18.1427,0.5533,5.9845,4.7596,5.6742"
51,2026-09-18 16:13:01,Ours,0.01,0.7116402567241071,73.66,76.2,47,51.2197,0:51.22,49.9109,0.1609,1.1466,2640.2806,44:00.28,10,"5,0,1,2,8,6,9,3,4,7",5:26;0:30;1:12;2:11;8:26;6:29;9:10;3:31;4:10;7:15,"5:[0,1];0:[0,1,2];1:[0];2:[0];8:[0,1];6:[0,1];9:[0];3:[0,1,2];4:[0];7:[0]","c5:bw=26,experts=[0,1]; c0:bw=30,experts=[0,1,2]; c1:bw=12,experts=[0]; c2:bw=11,experts=[0]; c8:bw=26,experts=[0,1]; c6:bw=29,experts=[0,1]; c9:bw=10,experts=[0]; c3:bw=31,experts=[0,1,2]; c4:bw=10,experts=[0]; c7:bw=15,experts=[0]","5.7411,6.0607,18.1653,0.2620,6.4608,1.7663,4.6914,0.5581,2.7881,3.4171"
52,2026-09-18 16:13:52,Ours,0.01,0.6999115567598961,75.39,76.2,47,51.1056,0:51.11,49.8042,0.1577,1.1423,2691.4088,44:51.41,10,"0,8,5,7,1,4,9,6,2,3",0:26;8:10;5:13;7:19;1:22;4:18;9:17;6:28;2:16;3:24,"0:[0,1];8:[0];5:[0];7:[0];1:[0,1];4:[0];9:[0];6:[0,1];2:[0];3:[0,1]","c0:bw=26,experts=[0,1]; c8:bw=10,experts=[0]; c5:bw=13,experts=[0]; c7:bw=19,experts=[0]; c1:bw=22,experts=[0,1]; c4:bw=18,experts=[0]; c9:bw=17,experts=[0]; c6:bw=28,experts=[0,1]; c2:bw=16,experts=[0]; c3:bw=24,experts=[0,1]","6.0468,6.4201,5.6993,3.4396,18.1522,2.7929,4.6857,1.7598,0.2535,0.5543"
53,2026-09-18 16:14:43,Ours,0.01,0.697578272861626,75.72,76.2,47,51.1513,0:51.15,49.8595,0.1636,1.127,2742.5839,45:42.58,10,"8,4,5,1,3,9,6,7,0,2",8:12;4:16;5:24;1:33;3:26;9:34;6:20;7:24;0:21;2:29,"8:[0];4:[0];5:[0,1];1:[0,1,2];3:[0,1];9:[0,1,2];6:[0,1];7:[0,1];0:[0,2];2:[0,1]","c8:bw=12,experts=[0]; c4:bw=16,experts=[0]; c5:bw=24,experts=[0,1]; c1:bw=33,experts=[0,1,2]; c3:bw=26,experts=[0,1]; c9:bw=34,experts=[0,1,2]; c6:bw=20,experts=[0,1]; c7:bw=24,experts=[0,1]; c0:bw=21,experts=[0,2]; c2:bw=29,experts=[0,1]","6.4550,2.8291,5.7226,18.1631,0.5580,4.7053,1.7466,3.4248,5.9925,0.2624"
54,2026-09-18 16:15:34,Ours,0.01,0.6933443605282655,76.07,76.2,47,51.3876,0:51.39,50.0591,0.1607,1.1596,2793.9942,46:33.99,10,"2,1,8,7,3,0,6,5,9,4",2:10;1:29;8:31;7:34;3:17;0:20;6:30;5:10;9:28;4:18,"2:[0];1:[0,1];8:[0,1,2];7:[0,1,2];3:[0];0:[0,2];6:[0,1,2];5:[0];9:[0,1];4:[0]","c2:bw=10,experts=[0]; c1:bw=29,experts=[0,1]; c8:bw=31,experts=[0,1,2]; c7:bw=34,experts=[0,1,2]; c3:bw=17,experts=[0]; c0:bw=20,experts=[0,2]; c6:bw=30,experts=[0,1,2]; c5:bw=10,experts=[0]; c9:bw=28,experts=[0,1]; c4:bw=18,experts=[0]","0.2595,18.2671,6.5159,3.4715,0.5565,6.0380,1.7710,5.6996,4.7004,2.7796"
55,2026-09-18 16:16:26,Ours,0.01,0.6909913464645673,75.74,76.2,47,51.1634,0:51.16,49.8599,0.1748,1.1274,2845.1823,47:25.18,10,"7,2,4,3,8,5,1,6,0,9",7:30;2:23;4:10;3:29;8:10;5:29;1:33;6:23;0:15;9:34,"7:[0,1,2];2:[0,1];4:[0];3:[0,1];8:[0];5:[0,1];1:[0,1,2];6:[0,1];0:[0];9:[0,1,2]","c7:bw=30,experts=[0,1,2]; c2:bw=23,experts=[0,1]; c4:bw=10,experts=[0]; c3:bw=29,experts=[0,1]; c8:bw=10,experts=[0]; c5:bw=29,experts=[0,1]; c1:bw=33,experts=[0,1,2]; c6:bw=23,experts=[0,1]; c0:bw=15,experts=[0]; c9:bw=34,experts=[0,1,2]","3.4656,0.2608,2.7994,0.5657,6.4354,5.7112,18.1953,1.7558,5.9724,4.6981"
56,2026-09-18 16:17:17,Ours,0.01,0.6860883138998607,75.72,76.2,47,51.3534,0:51.35,50.0271,0.1737,1.1513,2896.5593,48:16.56,10,"9,1,3,2,5,4,8,7,6,0",9:29;1:31;3:10;2:29;5:17;4:10;8:10;7:10;6:13;0:39,"9:[0,1];1:[0,1,2];3:[0];2:[0,1];5:[0];4:[0];8:[0];7:[0];6:[0];0:[0,1,2]","c9:bw=29,experts=[0,1]; c1:bw=31,experts=[0,1,2]; c3:bw=10,experts=[0]; c2:bw=29,experts=[0,1]; c5:bw=17,experts=[0]; c4:bw=10,experts=[0]; c8:bw=10,experts=[0]; c7:bw=10,experts=[0]; c6:bw=13,experts=[0]; c0:bw=39,experts=[0,1,2]","4.7510,18.3145,0.5594,0.2673,5.7030,2.7993,6.4034,3.4300,1.7524,6.0468"
57,2026-09-18 16:18:08,Ours,0.01,0.6934052744746954,74.87,76.2,47,51.3388,0:51.34,50.02,0.1755,1.1421,2947.9237,49:07.92,10,"3,8,6,1,7,0,5,4,2,9",3:35;8:24;6:27;1:27;7:38;0:39;5:24;4:23;2:18;9:11,"3:[0,1,2];8:[0,1];6:[0,1];1:[0,1];7:[0,1,2];0:[0,1,2];5:[0,1];4:[0,1];2:[0];9:[0]","c3:bw=35,experts=[0,1,2]; c8:bw=24,experts=[0,1]; c6:bw=27,experts=[0,1]; c1:bw=27,experts=[0,1]; c7:bw=38,experts=[0,1,2]; c0:bw=39,experts=[0,1,2]; c5:bw=24,experts=[0,1]; c4:bw=23,experts=[0,1]; c2:bw=18,experts=[0]; c9:bw=11,experts=[0]","0.5593,6.4811,1.7725,18.2416,3.4617,6.0405,5.7201,2.8074,0.2537,4.6819"
58,2026-09-18 16:19:00,Ours,0.01,0.683248711283552,75.41,76.2,47,51.2434,0:51.24,49.9,0.1833,1.1588,2999.1909,49:59.19,10,"7,2,9,6,5,1,8,4,3,0",7:13;2:10;9:32;6:30;5:19;1:17;8:22;4:21;3:34;0:26,"7:[0];2:[0];9:[0,1,2];6:[0,1,2];5:[0];1:[0];8:[0,1];4:[0,1];3:[0,1,2];0:[0,1]","c7:bw=13,experts=[0]; c2:bw=10,experts=[0]; c9:bw=32,experts=[0,1,2]; c6:bw=30,experts=[0,1,2]; c5:bw=19,experts=[0]; c1:bw=17,experts=[0]; c8:bw=22,experts=[0,1]; c4:bw=21,experts=[0,1]; c3:bw=34,experts=[0,1,2]; c0:bw=26,experts=[0,1]","3.4710,0.2618,4.7474,1.7772,5.7211,18.0908,6.4242,2.8170,0.5577,6.0319"
59,2026-09-18 16:19:51,Ours,0.01,0.6825563165984911,73.93,76.2,47,51.1317,0:51.13,49.8368,0.1655,1.1281,3050.3484,50:50.35,10,"2,8,9,6,1,4,7,5,0,3",2:20;8:31;9:15;6:11;1:36;4:14;7:15;5:18;0:29;3:20,"2:[0,1];8:[0,1,2];9:[0];6:[0];1:[0,1,2];4:[0];7:[0];5:[0];0:[0,2];3:[0,1]","c2:bw=20,experts=[0,1]; c8:bw=31,experts=[0,1,2]; c9:bw=15,experts=[0]; c6:bw=11,experts=[0]; c1:bw=36,experts=[0,1,2]; c4:bw=14,experts=[0]; c7:bw=15,experts=[0]; c5:bw=18,experts=[0]; c0:bw=29,experts=[0,2]; c3:bw=20,experts=[0,1]","0.2593,6.4892,4.7247,1.7652,18.1687,2.7840,3.4305,5.6682,5.9874,0.5596"
60,2026-09-18 16:20:42,Ours,0.01,0.6809143209022296,74.19,76.2,47,51.2738,0:51.27,49.9329,0.1679,1.1718,3101.6469,51:41.65,10,"0,7,4,2,5,8,6,9,1,3",0:29;7:26;4:17;2:17;5:18;8:14;6:33;9:10;1:30;3:24,"0:[0,2];7:[0,1];4:[0];2:[0];5:[0];8:[0];6:[0,1,2];9:[0];1:[0,1,2];3:[0,1]","c0:bw=29,experts=[0,2]; c7:bw=26,experts=[0,1]; c4:bw=17,experts=[0]; c2:bw=17,experts=[0]; c5:bw=18,experts=[0]; c8:bw=14,experts=[0]; c6:bw=33,experts=[0,1,2]; c9:bw=10,experts=[0]; c1:bw=30,experts=[0,1,2]; c3:bw=24,experts=[0,1]","6.0679,3.4675,2.8130,0.2609,5.6916,6.4458,1.7702,4.6984,18.1576,0.5599"
61,2026-09-18 16:21:33,Ours,0.01,0.6753913741361219,74.62,76.2,47,51.1687,0:51.17,49.8465,0.1625,1.1584,3152.8424,52:32.84,10,"5,6,2,9,1,3,8,4,7,0",5:27;6:21;2:16;9:21;1:19;3:24;8:31;4:21;7:24;0:33,"5:[0,1];6:[0,1];2:[0];9:[0,1];1:[0];3:[0,1];8:[0,1,2];4:[0,2];7:[0,1];0:[0,1,2]","c5:bw=27,experts=[0,1]; c6:bw=21,experts=[0,1]; c2:bw=16,experts=[0]; c9:bw=21,experts=[0,1]; c1:bw=19,experts=[0]; c3:bw=24,experts=[0,1]; c8:bw=31,experts=[0,1,2]; c4:bw=21,experts=[0,2]; c7:bw=24,experts=[0,1]; c0:bw=33,experts=[0,1,2]","5.7192,1.7602,0.2571,4.7367,18.1204,0.5569,6.4485,2.8085,3.4272,6.0118"
62,2026-09-18 16:22:27,Ours,0.01,0.6745298266153987,74.98,76.2,47,53.9762,0:53.98,52.588,0.1768,1.2101,3206.8433,53:26.84,10,"8,6,9,4,5,0,3,2,1,7",8:10;6:35;9:10;4:33;5:37;0:16;3:29;2:23;1:40;7:25,"8:[0];6:[0,1,2];9:[0];4:[0,1,2];5:[0,1,2];0:[0];3:[0,1];2:[0,1];1:[0,1,2,3];7:[0,1]","c8:bw=10,experts=[0]; c6:bw=35,experts=[0,1,2]; c9:bw=10,experts=[0]; c4:bw=33,experts=[0,1,2]; c5:bw=37,experts=[0,1,2]; c0:bw=16,experts=[0]; c3:bw=29,experts=[0,1]; c2:bw=23,experts=[0,1]; c1:bw=40,experts=[0,1,2,3]; c7:bw=25,experts=[0,1]","6.4741,1.7768,4.7372,2.8288,5.7589,6.1854,0.7551,0.3061,20.0399,3.7256"
