Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
27,2026-09-24 19:48:32,Ours,0.01,1.878364236411609,47.19,47.19,27,57.2173,0:57.22,55.7851,0.1997,1.2306,1575.6264,26:15.63,10,"7,1,4,0,9,2,8,3,6,5",7:188;1:227;4:45;0:131;9:66;2:73;8:202;3:77;6:231;5:134,"7:[0,2,4,5,6,8,9,10,12,13,18,20,21,22,23,24,26,28];1:[0,1,2,4,5,6,8,9,10,11,12,13,16,18,20,21,22,23,24,25,26,28];4:[4,6,13,26];0:[0,2,4,5,6,9,10,12,13,18,21,24,26];9:[2,4,6,9,13,26];2:[0,4,6,9,13,18,26];8:[0,1,2,4,5,6,8,9,10,12,13,14,18,20,21,22,23,24,26,28];3:[4,5,6,9,13,18,26];6:[0,1,2,4,5,6,8,9,10,11,12,13,14,16,18,20,21,22,23,24,25,26,28];5:[0,2,4,5,6,9,10,12,13,18,24,26,28]","c7:bw=188,experts=[0,2,4,5,6,8,9,10,12,13,18,20,21,22,23,24,26,28]; c1:bw=227,experts=[0,1,2,4,5,6,8,9,10,11,12,13,16,18,20,21,22,23,24,25,26,28]; c4:bw=45,experts=[4,6,13,26]; c0:bw=131,experts=[0,2,4,5,6,9,10,12,13,18,21,24,26]; c9:bw=66,experts=[2,4,6,9,13,26]; c2:bw=73,experts=[0,4,6,9,13,18,26]; c8:bw=202,experts=[0,1,2,4,5,6,8,9,10,12,13,14,18,20,21,22,23,24,26,28]; c3:bw=77,experts=[4,5,6,9,13,18,26]; c6:bw=231,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,16,18,20,21,22,23,24,25,26,28]; c5:bw=134,experts=[0,2,4,5,6,9,10,12,13,18,24,26,28]","5.3275,4.8674,7.3140,5.0866,3.7968,4.0551,5.8086,5.5240,7.2593,6.7457"
28,2026-09-24 19:49:29,Ours,0.01,1.86054719073754,48.35,48.35,28,56.939,0:56.94,55.5253,0.1778,1.2341,1632.5881,27:12.59,10,"6,9,0,8,2,5,1,3,4,7",6:108;9:179;0:172;8:108;2:10;5:122;1:91;3:42;4:28;7:10,"6:[0,4,5,6,9,12,13,18,24,26];9:[0,1,2,4,5,6,8,9,10,12,13,18,21,22,24,26,28];0:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,26];8:[0,4,5,6,9,10,12,13,18,26];2:[4];5:[0,4,5,6,8,9,10,12,13,18,24,26];1:[0,4,5,6,9,10,13,18,26];3:[4,5,9,26];4:[4,26];7:[4]","c6:bw=108,experts=[0,4,5,6,9,12,13,18,24,26]; c9:bw=179,experts=[0,1,2,4,5,6,8,9,10,12,13,18,21,22,24,26,28]; c0:bw=172,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,26]; c8:bw=108,experts=[0,4,5,6,9,10,12,13,18,26]; c2:bw=10,experts=[4]; c5:bw=122,experts=[0,4,5,6,8,9,10,12,13,18,24,26]; c1:bw=91,experts=[0,4,5,6,9,10,13,18,26]; c3:bw=42,experts=[4,5,9,26]; c4:bw=28,experts=[4,26]; c7:bw=10,experts=[4]","7.2443,4.0150,5.2935,5.7247,4.0245,6.7215,4.7267,5.4619,7.2941,5.0191"
29,2026-09-24 19:50:27,Ours,0.01,1.8436712230003054,50.13,50.13,29,57.8138,0:57.81,56.3574,0.1815,1.273,1690.4219,28:10.42,10,"4,0,1,9,6,8,7,3,2,5",4:140;0:161;1:122;9:160;6:157;8:123;7:77;3:116;2:66;5:123,"4:[0,4,5,6,8,9,10,12,13,18,21,24,26,28];0:[0,2,4,5,6,8,9,10,12,13,18,21,22,24,26,28];1:[0,1,2,4,5,6,10,12,13,18,24,26];9:[0,1,2,4,5,6,8,9,10,12,13,18,21,24,25,26];6:[0,2,4,5,6,8,9,10,12,13,18,21,24,26,28];8:[0,2,4,5,6,9,10,12,13,18,24,26];7:[0,1,2,4,6,13,26];3:[0,2,4,5,6,10,12,13,18,24,26];2:[4,5,6,9,13,26];5:[0,2,4,5,6,10,12,13,18,24,26,28]","c4:bw=140,experts=[0,4,5,6,8,9,10,12,13,18,21,24,26,28]; c0:bw=161,experts=[0,2,4,5,6,8,9,10,12,13,18,21,22,24,26,28]; c1:bw=122,experts=[0,1,2,4,5,6,10,12,13,18,24,26]; c9:bw=160,experts=[0,1,2,4,5,6,8,9,10,12,13,18,21,24,25,26]; c6:bw=157,experts=[0,2,4,5,6,8,9,10,12,13,18,21,24,26,28]; c8:bw=123,experts=[0,2,4,5,6,9,10,12,13,18,24,26]; c7:bw=77,experts=[0,1,2,4,6,13,26]; c3:bw=116,experts=[0,2,4,5,6,10,12,13,18,24,26]; c2:bw=66,experts=[4,5,6,9,13,26]; c5:bw=123,experts=[0,2,4,5,6,10,12,13,18,24,26,28]","7.3806,5.1689,4.7549,3.8526,7.2618,5.7791,5.1113,5.6454,4.3931,7.0098"
30,2026-09-24 19:51:25,Ours,0.01,1.8239040282187726,49.14,50.13,29,58.08,0:58.08,56.6659,0.1812,1.231,1748.5245,29:08.52,10,"5,1,9,4,0,8,6,7,3,2",5:226;1:129;9:200;4:189;0:64;8:152;6:39;7:44;3:216;2:99,"5:[0,1,2,4,5,6,8,9,10,11,12,13,14,16,18,20,21,22,23,24,26,28];1:[0,1,2,4,5,6,10,12,13,18,24,26];9:[0,1,2,4,5,6,8,9,10,12,13,16,18,20,21,22,23,24,26,28];4:[0,1,2,4,5,6,8,9,10,12,13,18,21,22,23,24,26,28];0:[4,5,6,9,13,26];8:[0,4,5,6,8,9,10,12,13,18,21,22,24,26,28];6:[4,6,26];7:[4,6,13,26];3:[0,2,4,5,6,8,9,10,12,13,14,16,18,20,21,22,23,24,25,26,28];2:[0,4,5,6,9,12,13,18,26]","c5:bw=226,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,16,18,20,21,22,23,24,26,28]; c1:bw=129,experts=[0,1,2,4,5,6,10,12,13,18,24,26]; c9:bw=200,experts=[0,1,2,4,5,6,8,9,10,12,13,16,18,20,21,22,23,24,26,28]; c4:bw=189,experts=[0,1,2,4,5,6,8,9,10,12,13,18,21,22,23,24,26,28]; c0:bw=64,experts=[4,5,6,9,13,26]; c8:bw=152,experts=[0,4,5,6,8,9,10,12,13,18,21,22,24,26,28]; c6:bw=39,experts=[4,6,26]; c7:bw=44,experts=[4,6,13,26]; c3:bw=216,experts=[0,2,4,5,6,8,9,10,12,13,14,16,18,20,21,22,23,24,25,26,28]; c2:bw=99,experts=[0,4,5,6,9,12,13,18,26]","7.1099,4.9116,3.9804,7.5313,5.1209,5.7907,7.2091,5.1852,5.7023,4.1244"
31,2026-09-24 19:52:23,Ours,0.01,1.808270399506176,49.72,50.13,29,57.4838,0:57.48,56.092,0.1705,1.2196,1806.0286,30:06.03,10,"6,4,9,1,5,8,3,2,0,7",6:108;4:70;9:164;1:111;5:226;8:120;3:87;2:57;0:172;7:230,"6:[0,1,2,4,6,9,12,13,24,26];4:[4,5,6,9,13,18,26];9:[0,1,2,4,5,6,9,10,12,13,18,21,24,25,26,28];1:[0,4,5,6,9,10,12,13,18,24,26];5:[0,1,2,4,5,6,8,9,10,11,12,13,14,16,18,20,21,22,23,24,26,28];8:[0,4,5,6,9,10,12,13,18,21,24,26];3:[4,5,6,9,13,18,24,26];2:[2,4,6,13,26];0:[0,2,4,5,6,8,9,10,12,13,18,20,21,22,24,26,28];7:[0,2,4,5,6,8,9,10,12,13,14,16,18,19,20,21,22,23,24,25,26,27,28]","c6:bw=108,experts=[0,1,2,4,6,9,12,13,24,26]; c4:bw=70,experts=[4,5,6,9,13,18,26]; c9:bw=164,experts=[0,1,2,4,5,6,9,10,12,13,18,21,24,25,26,28]; c1:bw=111,experts=[0,4,5,6,9,10,12,13,18,24,26]; c5:bw=226,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,16,18,20,21,22,23,24,26,28]; c8:bw=120,experts=[0,4,5,6,9,10,12,13,18,21,24,26]; c3:bw=87,experts=[4,5,6,9,13,18,24,26]; c2:bw=57,experts=[2,4,6,13,26]; c0:bw=172,experts=[0,2,4,5,6,8,9,10,12,13,18,20,21,22,24,26,28]; c7:bw=230,experts=[0,2,4,5,6,8,9,10,12,13,14,16,18,19,20,21,22,23,24,25,26,27,28]","7.2973,7.5035,3.9579,4.9046,6.7778,5.7958,5.5140,4.0774,5.1712,5.0924"
32,2026-09-24 19:53:20,Ours,0.01,1.820491988374775,46.27,50.13,29,57.6971,0:57.70,56.2466,0.1772,1.2715,1863.7482,31:03.75,10,"8,5,4,7,0,1,3,6,2,9",8:79;5:130;4:178;7:171;0:167;1:77;3:103;6:98;2:197;9:115,"8:[3,4,7,17,19,29,31];5:[0,4,5,6,7,9,12,13,18,22,24,26,31];4:[0,3,4,5,6,7,9,12,13,17,18,19,21,24,26,29,31];7:[0,2,3,4,5,6,7,12,13,15,17,18,24,26,29,30,31];0:[0,3,4,5,6,7,8,9,13,17,18,24,26,29,30,31];1:[3,7,17,19,27,29,30];3:[4,5,6,7,13,17,18,19,26,31];6:[3,4,6,7,13,17,26,29,31];2:[0,3,4,5,6,7,9,12,13,18,19,20,21,22,24,26,29,30,31];9:[4,6,7,9,13,17,18,19,26,29,31]","c8:bw=79,experts=[3,4,7,17,19,29,31]; c5:bw=130,experts=[0,4,5,6,7,9,12,13,18,22,24,26,31]; c4:bw=178,experts=[0,3,4,5,6,7,9,12,13,17,18,19,21,24,26,29,31]; c7:bw=171,experts=[0,2,3,4,5,6,7,12,13,15,17,18,24,26,29,30,31]; c0:bw=167,experts=[0,3,4,5,6,7,8,9,13,17,18,24,26,29,30,31]; c1:bw=77,experts=[3,7,17,19,27,29,30]; c3:bw=103,experts=[4,5,6,7,13,17,18,19,26,31]; c6:bw=98,experts=[3,4,6,7,13,17,26,29,31]; c2:bw=197,experts=[0,3,4,5,6,7,9,12,13,18,19,20,21,22,24,26,29,30,31]; c9:bw=115,experts=[4,6,7,9,13,17,18,19,26,29,31]","5.7663,6.8051,7.3941,5.1232,5.1219,4.7597,5.4797,7.2556,4.3591,4.1819"
33,2026-09-24 19:54:18,Ours,0.01,1.7785796001396523,50.98,50.98,33,57.928,0:57.93,56.5122,0.1824,1.2317,1921.6976,32:01.70,10,"7,1,3,6,5,9,2,8,4,0",7:192;1:126;3:256;6:135;5:108;9:152;2:86;8:182;4:165;0:229,"7:[0,1,2,4,5,6,8,9,10,12,13,18,20,21,23,24,25,26,28];1:[0,4,5,6,8,9,12,13,18,24,26,31];3:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,18,20,21,23,24,25,26,27,28,30];6:[0,4,5,6,8,9,12,13,18,21,24,26,30];5:[0,2,4,5,6,12,13,18,26,30];9:[0,2,4,5,6,8,9,10,12,13,18,21,24,26,28];2:[0,4,5,9,12,13,18,26];8:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,26,28];4:[0,2,4,5,6,8,9,10,12,13,15,18,21,24,26,30];0:[0,2,4,5,6,8,9,10,12,13,14,16,18,19,20,21,22,23,24,25,26,28]","c7:bw=192,experts=[0,1,2,4,5,6,8,9,10,12,13,18,20,21,23,24,25,26,28]; c1:bw=126,experts=[0,4,5,6,8,9,12,13,18,24,26,31]; c3:bw=256,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,16,18,20,21,23,24,25,26,27,28,30]; c6:bw=135,experts=[0,4,5,6,8,9,12,13,18,21,24,26,30]; c5:bw=108,experts=[0,2,4,5,6,12,13,18,26,30]; c9:bw=152,experts=[0,2,4,5,6,8,9,10,12,13,18,21,24,26,28]; c2:bw=86,experts=[0,4,5,9,12,13,18,26]; c8:bw=182,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,23,24,26,28]; c4:bw=165,experts=[0,2,4,5,6,8,9,10,12,13,15,18,21,24,26,30]; c0:bw=229,experts=[0,2,4,5,6,8,9,10,12,13,14,16,18,19,20,21,22,23,24,25,26,28]","5.3494,5.0125,5.6119,7.3420,6.8960,3.8419,4.0656,5.8276,7.3674,5.1979"
34,2026-09-24 19:55:15,Ours,0.01,1.7656293113598829,51.02,51.02,34,57.184,0:57.18,55.7605,0.1958,1.2258,1978.905,32:58.90,10,"4,1,6,9,8,0,5,7,3,2",4:169;1:170;6:176;9:248;8:153;0:82;5:219;7:119;3:265;2:197,"4:[0,4,5,6,8,9,10,12,13,18,20,21,22,24,26,28];1:[0,1,2,4,5,6,8,9,10,11,12,13,18,21,24,26,28];6:[0,2,4,5,6,8,9,10,12,13,18,20,21,22,24,26,28];9:[0,1,2,4,5,6,8,9,10,12,13,14,16,18,19,20,21,22,23,24,25,26,27,28];8:[0,2,4,5,6,8,9,10,12,13,18,21,24,26,28];0:[0,4,5,6,9,13,18,26];5:[0,2,4,5,6,8,9,10,12,13,14,16,18,20,21,22,23,24,25,26,28];7:[0,2,4,5,6,10,12,13,18,24,26];3:[0,1,2,4,5,6,8,9,10,11,12,13,14,16,18,19,20,21,22,23,24,25,26,27,28,29];2:[0,1,2,4,5,6,8,9,10,12,13,18,20,21,23,24,25,26,28]","c4:bw=169,experts=[0,4,5,6,8,9,10,12,13,18,20,21,22,24,26,28]; c1:bw=170,experts=[0,1,2,4,5,6,8,9,10,11,12,13,18,21,24,26,28]; c6:bw=176,experts=[0,2,4,5,6,8,9,10,12,13,18,20,21,22,24,26,28]; c9:bw=248,experts=[0,1,2,4,5,6,8,9,10,12,13,14,16,18,19,20,21,22,23,24,25,26,27,28]; c8:bw=153,experts=[0,2,4,5,6,8,9,10,12,13,18,21,24,26,28]; c0:bw=82,experts=[0,4,5,6,9,13,18,26]; c5:bw=219,experts=[0,2,4,5,6,8,9,10,12,13,14,16,18,20,21,22,23,24,25,26,28]; c7:bw=119,experts=[0,2,4,5,6,10,12,13,18,24,26]; c3:bw=265,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,16,18,19,20,21,22,23,24,25,26,27,28,29]; c2:bw=197,experts=[0,1,2,4,5,6,8,9,10,12,13,18,20,21,23,24,25,26,28]","7.3622,4.7806,7.2794,3.8377,5.7942,5.1211,6.7292,5.1048,5.5289,4.2223"
35,2026-09-24 19:56:13,Ours,0.01,1.7559180059280632,52.0,52.0,35,57.7183,0:57.72,56.2654,0.189,1.262,2036.6449,33:56.64,10,"4,0,1,6,2,8,9,7,5,3",4:120;0:74;1:112;6:160;2:167;8:182;9:99;7:175;5:149;3:88,"4:[0,4,5,8,9,12,13,18,22,24,26,28];0:[4,5,6,9,13,18,26];1:[0,4,5,6,9,12,13,18,22,24,26];6:[0,4,5,6,8,9,10,12,13,18,20,21,22,24,26,28];2:[0,2,4,5,6,8,9,10,12,13,18,21,22,24,26,28];8:[0,1,2,4,5,6,8,10,11,12,13,18,21,23,24,25,26,28];9:[0,2,4,5,6,9,13,18,26];7:[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,26,28];5:[0,4,5,6,8,9,10,12,13,18,21,24,26,28];3:[0,2,4,6,13,18,24,26]","c4:bw=120,experts=[0,4,5,8,9,12,13,18,22,24,26,28]; c0:bw=74,experts=[4,5,6,9,13,18,26]; c1:bw=112,experts=[0,4,5,6,9,12,13,18,22,24,26]; c6:bw=160,experts=[0,4,5,6,8,9,10,12,13,18,20,21,22,24,26,28]; c2:bw=167,experts=[0,2,4,5,6,8,9,10,12,13,18,21,22,24,26,28]; c8:bw=182,experts=[0,1,2,4,5,6,8,10,11,12,13,18,21,23,24,25,26,28]; c9:bw=99,experts=[0,2,4,5,6,9,13,18,26]; c7:bw=175,experts=[0,1,2,4,5,6,8,9,10,12,13,18,21,23,24,26,28]; c5:bw=149,experts=[0,4,5,6,8,9,10,12,13,18,21,24,26,28]; c3:bw=88,experts=[0,2,4,6,13,18,24,26]","7.3775,5.1456,4.7712,7.2276,4.1795,5.9711,3.8210,5.1196,6.8527,5.7995"
36,2026-09-24 19:57:11,Ours,0.01,1.7409069905431196,52.58,52.58,36,57.7408,0:57.74,56.3288,0.1935,1.2167,2094.4092,34:54.41,10,"9,0,3,7,6,5,1,4,8,2",9:137;0:132;3:219;7:100;6:158;5:180;1:31;4:272;8:188;2:185,"9:[0,4,5,6,8,9,10,12,13,18,24,26,28];0:[0,4,5,6,9,10,12,13,18,24,26,27,28];3:[0,2,4,5,6,8,9,10,11,12,13,14,18,20,21,22,23,24,25,26,28];7:[0,4,5,6,9,13,18,24,26,28];6:[0,1,2,4,5,6,9,10,12,13,18,23,24,26,28];5:[0,3,4,5,6,8,9,10,12,13,17,18,21,24,26,27,28,29];1:[4,6,26];4:[0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28];8:[0,1,2,4,5,6,8,10,11,12,13,14,16,18,23,24,26,28];2:[0,1,2,4,5,6,8,9,10,12,13,18,20,21,23,24,26,28]","c9:bw=137,experts=[0,4,5,6,8,9,10,12,13,18,24,26,28]; c0:bw=132,experts=[0,4,5,6,9,10,12,13,18,24,26,27,28]; c3:bw=219,experts=[0,2,4,5,6,8,9,10,11,12,13,14,18,20,21,22,23,24,25,26,28]; c7:bw=100,experts=[0,4,5,6,9,13,18,24,26,28]; c6:bw=158,experts=[0,1,2,4,5,6,9,10,12,13,18,23,24,26,28]; c5:bw=180,experts=[0,3,4,5,6,8,9,10,12,13,17,18,21,24,26,27,28,29]; c1:bw=31,experts=[4,6,26]; c4:bw=272,experts=[0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28]; c8:bw=188,experts=[0,1,2,4,5,6,8,10,11,12,13,14,16,18,23,24,26,28]; c2:bw=185,experts=[0,1,2,4,5,6,8,9,10,12,13,18,20,21,23,24,26,28]","4.0853,5.3817,5.7892,5.1733,7.2305,6.7202,4.7336,7.3499,5.8003,4.0648"
37,2026-09-24 19:58:09,Ours,0.01,1.7308072068500284,53.17,53.17,37,58.0561,0:58.06,56.6235,0.1966,1.2341,2152.4917,35:52.49,10,"1,5,2,6,4,7,9,0,3,8",1:67;5:143;2:132;6:239;4:144;7:153;9:146;0:199;3:132;8:21,"1:[4,5,9,13,18,26];5:[0,2,4,5,6,9,10,12,13,18,21,24,26,28];2:[0,2,4,5,6,8,9,10,12,13,18,26,28];6:[0,1,2,4,5,6,8,9,10,11,12,13,14,15,17,18,21,23,24,25,26,27,28];4:[0,2,4,5,6,9,10,12,13,18,23,24,26,28];7:[0,4,5,6,8,9,10,12,13,18,20,22,24,26,28];9:[0,2,3,4,5,6,9,10,11,12,13,18,24,26];0:[0,4,5,6,8,9,10,12,13,14,16,18,20,21,22,23,24,26,28];3:[0,1,2,3,4,5,6,10,12,13,18,24,26];8:[4,6]","c1:bw=67,experts=[4,5,9,13,18,26]; c5:bw=143,experts=[0,2,4,5,6,9,10,12,13,18,21,24,26,28]; c2:bw=132,experts=[0,2,4,5,6,8,9,10,12,13,18,26,28]; c6:bw=239,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,15,17,18,21,23,24,25,26,27,28]; c4:bw=144,experts=[0,2,4,5,6,9,10,12,13,18,23,24,26,28]; c7:bw=153,experts=[0,4,5,6,8,9,10,12,13,18,20,22,24,26,28]; c9:bw=146,experts=[0,2,3,4,5,6,9,10,11,12,13,18,24,26]; c0:bw=199,experts=[0,4,5,6,8,9,10,12,13,14,16,18,20,21,22,23,24,26,28]; c3:bw=132,experts=[0,1,2,3,4,5,6,10,12,13,18,24,26]; c8:bw=21,experts=[4,6]","4.7819,6.7697,4.0817,7.4212,7.6860,5.4504,4.0051,5.1461,5.5520,5.7295"
38,2026-09-24 19:59:07,Ours,0.01,1.717315941575246,53.49,53.49,38,57.499,0:57.50,56.0341,0.1933,1.2699,2210.0135,36:50.01,10,"8,6,4,1,5,2,3,7,9,0",8:168;6:62;4:190;1:113;5:10;2:11;3:139;7:187;9:94;0:148,"8:[0,4,5,6,8,9,10,12,13,18,22,24,26,27,28,30];6:[2,4,6,13,18,26];4:[0,2,4,5,6,8,9,10,12,13,16,18,20,21,22,23,24,26,28];1:[0,4,5,6,9,12,13,18,24,26,28];5:[4];2:[4];3:[0,1,2,4,5,6,10,12,13,18,24,26,28];7:[0,2,4,5,6,8,9,10,12,13,18,20,21,22,23,24,26,28];9:[0,4,5,6,9,13,18,24,26];0:[0,2,4,5,6,8,9,10,12,13,18,24,26,28]","c8:bw=168,experts=[0,4,5,6,8,9,10,12,13,18,22,24,26,27,28,30]; c6:bw=62,experts=[2,4,6,13,18,26]; c4:bw=190,experts=[0,2,4,5,6,8,9,10,12,13,16,18,20,21,22,23,24,26,28]; c1:bw=113,experts=[0,4,5,6,9,12,13,18,24,26,28]; c5:bw=10,experts=[4]; c2:bw=11,experts=[4]; c3:bw=139,experts=[0,1,2,4,5,6,10,12,13,18,24,26,28]; c7:bw=187,experts=[0,2,4,5,6,8,9,10,12,13,18,20,21,22,23,24,26,28]; c9:bw=94,experts=[0,4,5,6,9,13,18,24,26]; c0:bw=148,experts=[0,2,4,5,6,8,9,10,12,13,18,24,26,28]","5.8756,7.4040,7.3832,4.7384,6.6580,4.1375,5.5270,5.0945,3.8298,5.3860"
39,2026-09-24 20:00:04,Ours,0.01,1.6977586878718391,54.76,54.76,39,57.8704,0:57.87,56.4345,0.2122,1.2219,2267.9069,37:47.91,10,"3,0,1,7,6,8,2,4,9,5",3:96;0:11;1:164;7:146;6:112;8:164;2:132;4:131;9:87;5:274,"3:[0,4,5,6,13,18,24,26,28];0:[4];1:[0,1,2,4,5,6,8,9,10,12,13,18,24,25,26,28];7:[0,4,5,6,9,10,12,13,18,20,22,24,26,28];6:[0,4,5,6,9,12,13,18,24,26,28];8:[0,2,4,5,6,8,9,10,12,13,18,20,21,24,26,28];2:[0,1,2,4,5,6,10,12,13,18,24,26,28];4:[0,4,5,6,9,10,12,13,18,22,24,26,28];9:[0,4,5,6,9,13,18,26];5:[0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28]","c3:bw=96,experts=[0,4,5,6,13,18,24,26,28]; c0:bw=11,experts=[4]; c1:bw=164,experts=[0,1,2,4,5,6,8,9,10,12,13,18,24,25,26,28]; c7:bw=146,experts=[0,4,5,6,9,10,12,13,18,20,22,24,26,28]; c6:bw=112,experts=[0,4,5,6,9,12,13,18,24,26,28]; c8:bw=164,experts=[0,2,4,5,6,8,9,10,12,13,18,20,21,24,26,28]; c2:bw=132,experts=[0,1,2,4,5,6,10,12,13,18,24,26,28]; c4:bw=131,experts=[0,4,5,6,9,10,12,13,18,22,24,26,28]; c9:bw=87,experts=[0,4,5,6,9,13,18,26]; c5:bw=274,experts=[0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28]","5.7676,5.2718,4.9935,5.1647,7.2482,5.7711,4.1765,7.4234,3.8357,6.7819"
40,2026-09-24 20:01:03,Ours,0.01,1.6890517442618074,53.61,54.76,39,58.7786,0:58.78,57.3216,0.1895,1.2656,2326.7099,38:46.71,10,"8,1,5,6,2,7,3,4,9,0",8:95;1:154;5:116;6:170;2:238;7:243;3:24;4:70;9:145;0:131,"8:[0,4,5,6,9,13,18,24,26];1:[0,1,2,4,5,6,8,9,10,12,13,18,21,24,26];5:[0,2,4,5,6,9,12,13,18,24,26];6:[0,4,5,6,8,9,10,12,13,18,20,21,22,23,24,26,28];2:[0,1,2,4,5,6,8,9,10,12,13,14,16,18,20,21,22,23,24,25,26,27,28];7:[0,1,2,4,5,6,8,9,10,12,13,14,16,18,19,20,21,22,23,24,25,26,27,28];3:[4,26];4:[4,5,6,9,13,18,26];9:[0,4,5,6,9,12,13,15,18,20,24,26,28,30];0:[0,2,4,5,6,8,9,10,13,18,24,26,28]","c8:bw=95,experts=[0,4,5,6,9,13,18,24,26]; c1:bw=154,experts=[0,1,2,4,5,6,8,9,10,12,13,18,21,24,26]; c5:bw=116,experts=[0,2,4,5,6,9,12,13,18,24,26]; c6:bw=170,experts=[0,4,5,6,8,9,10,12,13,18,20,21,22,23,24,26,28]; c2:bw=238,experts=[0,1,2,4,5,6,8,9,10,12,13,14,16,18,20,21,22,23,24,25,26,27,28]; c7:bw=243,experts=[0,1,2,4,5,6,8,9,10,12,13,14,16,18,19,20,21,22,23,24,25,26,27,28]; c3:bw=24,experts=[4,26]; c4:bw=70,experts=[4,5,6,9,13,18,26]; c9:bw=145,experts=[0,4,5,6,9,12,13,15,18,20,24,26,28,30]; c0:bw=131,experts=[0,2,4,5,6,8,9,10,13,18,24,26,28]","5.8470,4.9159,6.8345,7.4718,4.1907,5.2506,5.7448,7.7095,3.9854,5.3714"
41,2026-09-24 20:02:02,Ours,0.01,1.6844519931595243,55.2,55.2,41,58.8505,0:58.85,57.4024,0.1909,1.2552,2385.5842,39:45.58,10,"2,6,8,1,4,5,7,3,9,0",2:196;6:10;8:207;1:29;4:185;5:224;7:250;3:146;9:196;0:10,"2:[0,1,2,4,5,6,8,9,10,12,13,18,20,21,22,24,25,26,28];6:[4];8:[0,2,4,5,6,8,9,10,12,13,14,18,20,21,22,23,24,25,26,28];1:[4,26];4:[0,2,4,5,6,8,9,10,12,13,18,20,21,22,23,24,26,28];5:[0,1,2,4,5,6,8,9,10,12,13,14,16,18,20,21,22,23,24,25,26,28];7:[0,1,2,4,5,6,8,9,10,11,12,13,14,16,18,19,20,21,22,23,24,25,26,27,28];3:[0,2,4,5,6,8,9,10,12,13,18,24,26,28];9:[0,2,4,5,6,8,9,10,12,13,16,18,20,21,22,23,24,26,28];0:[4]","c2:bw=196,experts=[0,1,2,4,5,6,8,9,10,12,13,18,20,21,22,24,25,26,28]; c6:bw=10,experts=[4]; c8:bw=207,experts=[0,2,4,5,6,8,9,10,12,13,14,18,20,21,22,23,24,25,26,28]; c1:bw=29,experts=[4,26]; c4:bw=185,experts=[0,2,4,5,6,8,9,10,12,13,18,20,21,22,23,24,26,28]; c5:bw=224,experts=[0,1,2,4,5,6,8,9,10,12,13,14,16,18,20,21,22,23,24,25,26,28]; c7:bw=250,experts=[0,1,2,4,5,6,8,9,10,11,12,13,14,16,18,19,20,21,22,23,24,25,26,27,28]; c3:bw=146,experts=[0,2,4,5,6,8,9,10,12,13,18,24,26,28]; c9:bw=196,experts=[0,2,4,5,6,8,9,10,12,13,16,18,20,21,22,23,24,26,28]; c0:bw=10,experts=[4]","4.3422,7.5611,6.1075,4.8735,7.5984,6.9745,5.2856,5.6078,3.8728,5.1790"
