Round,Client,BudgetK,NumBatches,NumSamples,StopBatches,Certified,Agree,Agree1,Agree2,Agree4,Agree8,Agree16
18,6,1,412,6582,1,1,1.0,1.0,1.0,1.0,1.0,1.0
19,8,2,327,5219,16,0,1.0,1.0,1.0,1.0,1.0,1.0
19,0,1,286,4573,1,1,1.0,1.0,1.0,1.0,1.0,1.0
19,4,2,417,6664,16,0,1.0,1.0,1.0,1.0,1.0,1.0
19,1,2,264,4218,16,0,1.0,1.0,1.0,1.0,1.0,1.0
19,9,1,214,3421,1,1,1.0,1.0,1.0,1.0,1.0,1.0
19,5,1,384,6137,1,1,1.0,1.0,1.0,1.0,1.0,1.0
19,7,1,282,4512,1,1,1.0,1.0,1.0,1.0,1.0,1.0
19,2,1,229,3656,1,1,1.0,1.0,1.0,1.0,1.0,1.0
19,6,2,412,6582,16,0,1.0,1.0,1.0,1.0,1.0,1.0
19,3,1,314,5018,1,1,1.0,1.0,1.0,1.0,1.0,1.0
20,0,1,286,4573,1,1,1.0,1.0,1.0,1.0,1.0,1.0
20,2,1,229,3656,1,1,1.0,1.0,1.0,1.0,1.0,1.0
20,1,1,264,4218,1,1,1.0,1.0,1.0,1.0,1.0,1.0
20,9,1,214,3421,1,1,1.0,1.0,1.0,1.0,1.0,1.0
20,7,1,282,4512,1,1,1.0,1.0,1.0,1.0,1.0,1.0
20,3,1,314,5018,1,1,1.0,1.0,1.0,1.0,1.0,1.0
20,5,1,384,6137,1,1,1.0,1.0,1.0,1.0,1.0,1.0
20,4,2,417,6664,16,0,1.0,1.0,1.0,1.0,1.0,1.0
20,8,2,327,5219,16,0,1.0,1.0,1.0,1.0,1.0,1.0
21,1,1,264,4218,1,1,1.0,1.0,1.0,1.0,1.0,1.0
21,2,1,229,3656,1,1,1.0,1.0,1.0,1.0,1.0,1.0
21,7,1,282,4512,1,1,1.0,1.0,1.0,1.0,1.0,1.0
21,4,2,417,6664,9,1,1.0,1.0,1.0,1.0,1.0,1.0
21,8,1,327,5219,1,1,1.0,1.0,1.0,1.0,1.0,1.0
21,5,1,384,6137,1,1,1.0,1.0,1.0,1.0,1.0,1.0
21,0,2,286,4573,13,1,1.0,1.0,1.0,1.0,1.0,1.0
21,3,1,314,5018,1,1,1.0,1.0,1.0,1.0,1.0,1.0
21,6,1,412,6582,1,1,1.0,1.0,1.0,1.0,1.0,1.0
21,9,1,214,3421,1,1,1.0,1.0,1.0,1.0,1.0,1.0
22,7,1,282,4512,1,1,1.0,1.0,1.0,1.0,1.0,1.0
22,9,1,214,3421,1,1,1.0,1.0,1.0,1.0,1.0,1.0
22,1,1,264,4218,1,1,1.0,1.0,1.0,1.0,1.0,1.0
22,6,2,412,6582,5,1,1.0,1.0,1.0,1.0,1.0,1.0
22,5,1,384,6137,1,1,1.0,1.0,1.0,1.0,1.0,1.0
22,2,2,229,3656,4,1,1.0,1.0,1.0,1.0,1.0,1.0
22,4,1,417,6664,1,1,1.0,1.0,1.0,1.0,1.0,1.0
22,3,2,314,5018,4,1,1.0,1.0,1.0,1.0,1.0,1.0
22,8,1,327,5219,1,1,1.0,1.0,1.0,1.0,1.0,1.0
23,5,2,384,6137,3,1,1.0,1.0,1.0,1.0,1.0,1.0
