Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
13,2026-09-23 15:29:52,Ours,0.01,2.677325660589346,19.89,20.25,12,53.1983,0:53.20,51.8586,0.1439,1.1944,711.9333,11:51.93,10,"3,1,4,5,8,6,9,7,0,2",3:57;1:90;4:10;5:55;8:29;6:69;9:28;7:110;0:48;2:31,"3:[2,9,13,14,15];1:[1,2,4,5,6,7,10,11,14];4:[6];5:[0,5,8,9,15];8:[0,14];6:[0,1,6,8,10,11];9:[1,11];7:[0,2,4,6,7,9,10,11,12,13,14];0:[6,8,12,13];2:[12,13,15]","c3:bw=57,experts=[2,9,13,14,15]; c1:bw=90,experts=[1,2,4,5,6,7,10,11,14]; c4:bw=10,experts=[6]; c5:bw=55,experts=[0,5,8,9,15]; c8:bw=29,experts=[0,14]; c6:bw=69,experts=[0,1,6,8,10,11]; c9:bw=28,experts=[1,11]; c7:bw=110,experts=[0,2,4,6,7,9,10,11,12,13,14]; c0:bw=48,experts=[6,8,12,13]; c2:bw=31,experts=[12,13,15]","5.1907,4.3657,6.9853,6.2790,5.3649,6.7925,3.5680,4.7170,4.7878,3.8075"
14,2026-09-23 15:30:45,Ours,0.01,2.5345670833065004,22.38,22.38,14,53.17,0:53.17,51.7381,0.1639,1.2663,765.1205,12:45.12,10,"2,4,5,1,7,0,9,3,8,6",2:85;4:11;5:121;1:73;7:47;0:48;9:60;3:86;8:39;6:127,"2:[0,3,4,5,6,9,11,13];4:[9];5:[0,1,3,4,6,8,10,11,12,13,14,15];1:[1,3,4,7,10,13,14];7:[0,1,10,14];0:[1,2,8,12];9:[0,1,9,12,13,14];3:[3,4,5,6,8,11,12,14];8:[4,8,9];6:[0,2,3,4,6,7,8,9,10,12,13,14]","c2:bw=85,experts=[0,3,4,5,6,9,11,13]; c4:bw=11,experts=[9]; c5:bw=121,experts=[0,1,3,4,6,8,10,11,12,13,14,15]; c1:bw=73,experts=[1,3,4,7,10,13,14]; c7:bw=47,experts=[0,1,10,14]; c0:bw=48,experts=[1,2,8,12]; c9:bw=60,experts=[0,1,9,12,13,14]; c3:bw=86,experts=[3,4,5,6,8,11,12,14]; c8:bw=39,experts=[4,8,9]; c6:bw=127,experts=[0,2,3,4,6,7,8,9,10,12,13,14]","3.7505,6.9198,6.4134,4.4379,4.6412,4.6713,3.4995,5.1871,5.3711,6.8462"
15,2026-09-23 15:31:38,Ours,0.01,2.5796655486326605,20.41,22.38,14,52.8746,0:52.87,51.5302,0.1642,1.1785,818.0116,13:38.01,10,"7,0,1,8,3,2,4,5,9,6",7:111;0:39;1:27;8:98;3:20;2:99;4:88;5:34;9:37;6:62,"7:[1,2,3,4,5,6,7,9,12,13,15];0:[1,9,13];1:[8,11];8:[0,1,2,4,5,7,10,11,12];3:[4,5];2:[1,3,4,5,10,11,12,14,15];4:[0,1,2,8,12,13,14,15];5:[3,9,15];9:[1,11,12];6:[0,5,8,9,12,14]","c7:bw=111,experts=[1,2,3,4,5,6,7,9,12,13,15]; c0:bw=39,experts=[1,9,13]; c1:bw=27,experts=[8,11]; c8:bw=98,experts=[0,1,2,4,5,7,10,11,12]; c3:bw=20,experts=[4,5]; c2:bw=99,experts=[1,3,4,5,10,11,12,14,15]; c4:bw=88,experts=[0,1,2,8,12,13,14,15]; c5:bw=34,experts=[3,9,15]; c9:bw=37,experts=[1,11,12]; c6:bw=62,experts=[0,5,8,9,12,14]","4.6975,4.7038,4.3484,5.3942,5.1584,3.8304,6.8251,6.3036,3.4902,6.7785"
16,2026-09-23 15:32:31,Ours,0.01,2.545281722184675,22.21,22.38,14,53.1413,0:53.14,51.7491,0.1636,1.227,871.1692,14:31.17,10,"6,1,3,8,7,5,4,9,0,2",6:76;1:54;3:82;8:93;7:42;5:75;4:67;9:45;0:107;2:97,"6:[1,3,5,6,7,13,14];1:[3,4,11,12,15];3:[0,1,8,9,10,11,13,14];8:[0,1,2,3,7,8,12,14,15];7:[2,4,9,10];5:[0,4,5,7,9,12,15];4:[1,3,5,7,9,10];9:[0,2,7,8];0:[1,2,4,5,7,8,9,11,13,15];2:[0,1,2,3,9,10,11,13,15]","c6:bw=76,experts=[1,3,5,6,7,13,14]; c1:bw=54,experts=[3,4,11,12,15]; c3:bw=82,experts=[0,1,8,9,10,11,13,14]; c8:bw=93,experts=[0,1,2,3,7,8,12,14,15]; c7:bw=42,experts=[2,4,9,10]; c5:bw=75,experts=[0,4,5,7,9,12,15]; c4:bw=67,experts=[1,3,5,7,9,10]; c9:bw=45,experts=[0,2,7,8]; c0:bw=107,experts=[1,2,4,5,7,8,9,11,13,15]; c2:bw=97,experts=[0,1,2,3,9,10,11,13,15]","6.8172,4.3888,5.1211,5.3883,4.5980,6.3237,6.9700,3.5619,4.7570,3.8230"
17,2026-09-23 15:33:24,Ours,0.01,2.4367974131679135,30.83,30.83,17,52.8495,0:52.85,51.5152,0.1496,1.1831,924.0361,15:24.04,10,"4,7,8,3,5,1,0,2,9,6",4:109;7:47;8:15;3:99;5:10;1:55;0:20;2:36;9:70;6:73,"4:[1,3,5,7,8,9,11,12,13,14];7:[1,8,14,15];8:[2];3:[1,3,5,8,9,10,12,13,14];5:[15];1:[4,5,7,13,15];0:[0,15];2:[1,5,6];9:[0,4,5,7,8,9,13];6:[3,4,5,7,8,13,15]","c4:bw=109,experts=[1,3,5,7,8,9,11,12,13,14]; c7:bw=47,experts=[1,8,14,15]; c8:bw=15,experts=[2]; c3:bw=99,experts=[1,3,5,8,9,10,12,13,14]; c5:bw=10,experts=[15]; c1:bw=55,experts=[4,5,7,13,15]; c0:bw=20,experts=[0,15]; c2:bw=36,experts=[1,5,6]; c9:bw=70,experts=[0,4,5,7,8,9,13]; c6:bw=73,experts=[3,4,5,7,8,13,15]","6.8135,4.8301,5.4550,5.1142,6.1982,4.3161,4.6544,3.8087,3.6265,6.6985"
18,2026-09-23 15:34:18,Ours,0.01,2.39855531010859,31.01,31.01,18,53.3866,0:53.39,52.0117,0.1614,1.2119,977.4397,16:17.44,10,"1,8,5,2,9,7,4,3,0,6",1:12;8:10;5:66;2:71;9:35;7:103;4:105;3:70;0:92;6:59,"1:[4];8:[3];5:[1,2,3,5,14,15];2:[1,4,6,7,10,11,12];9:[1,8,10];7:[3,4,5,9,10,11,12,13,14,15];4:[0,1,3,4,5,6,8,9,11,13];3:[2,4,7,8,9,11,13];0:[2,3,4,5,6,10,12,13,15];6:[2,5,7,8,10]","c1:bw=12,experts=[4]; c8:bw=10,experts=[3]; c5:bw=66,experts=[1,2,3,5,14,15]; c2:bw=71,experts=[1,4,6,7,10,11,12]; c9:bw=35,experts=[1,8,10]; c7:bw=103,experts=[3,4,5,9,10,11,12,13,14,15]; c4:bw=105,experts=[0,1,3,4,5,6,8,9,11,13]; c3:bw=70,experts=[2,4,7,8,9,11,13]; c0:bw=92,experts=[2,3,4,5,6,10,12,13,15]; c6:bw=59,experts=[2,5,7,8,10]","4.4226,5.4034,6.2818,3.9221,3.5479,4.6316,6.8661,5.2073,4.6901,7.0387"
19,2026-09-23 15:35:11,Ours,0.01,2.31295271193732,34.02,34.02,19,53.1443,0:53.14,51.7494,0.1706,1.2223,1030.6026,17:10.60,10,"8,0,4,1,9,5,7,2,6,3",8:105;0:79;4:97;1:87;9:72;5:55;7:42;2:27;6:124;3:75,"8:[0,3,4,5,6,7,8,13,14,15];0:[0,2,3,7,10,12,14];4:[3,5,6,7,8,9,10,12,13];1:[0,6,8,9,11,12,13,15];9:[1,6,7,8,9,12,14];5:[1,3,6,12,13];7:[3,4,6,10];2:[6,15];6:[0,1,3,4,5,6,8,9,10,12,13,14];3:[4,7,9,10,13,14,15]","c8:bw=105,experts=[0,3,4,5,6,7,8,13,14,15]; c0:bw=79,experts=[0,2,3,7,10,12,14]; c4:bw=97,experts=[3,5,6,7,8,9,10,12,13]; c1:bw=87,experts=[0,6,8,9,11,12,13,15]; c9:bw=72,experts=[1,6,7,8,9,12,14]; c5:bw=55,experts=[1,3,6,12,13]; c7:bw=42,experts=[3,4,6,10]; c2:bw=27,experts=[6,15]; c6:bw=124,experts=[0,1,3,4,5,6,8,9,10,12,13,14]; c3:bw=75,experts=[4,7,9,10,13,14,15]","5.4401,4.7076,6.8747,4.3309,3.5739,6.4006,4.6336,3.8103,6.7623,5.2153"
20,2026-09-23 15:36:04,Ours,0.01,2.29717152145869,28.14,34.02,19,53.5641,0:53.56,52.1914,0.1591,1.212,1084.1833,18:04.18,10,"0,2,1,9,7,6,3,5,4,8",0:52;2:78;1:76;9:31;7:81;6:128;3:34;5:10;4:112;8:95,"0:[3,6,9,10,12];2:[0,1,2,3,6,9,11];1:[0,1,2,6,10,12,14];9:[4,7,12];7:[0,1,2,8,10,13,14,15];6:[0,1,2,5,6,7,8,9,11,12,13,15];3:[6,8,10];5:[5];4:[0,2,3,4,6,9,10,11,12,14,15];8:[0,2,3,8,9,12,13,14,15]","c0:bw=52,experts=[3,6,9,10,12]; c2:bw=78,experts=[0,1,2,3,6,9,11]; c1:bw=76,experts=[0,1,2,6,10,12,14]; c9:bw=31,experts=[4,7,12]; c7:bw=81,experts=[0,1,2,8,10,13,14,15]; c6:bw=128,experts=[0,1,2,5,6,7,8,9,11,12,13,15]; c3:bw=34,experts=[6,8,10]; c5:bw=10,experts=[5]; c4:bw=112,experts=[0,2,3,4,6,9,10,11,12,14,15]; c8:bw=95,experts=[0,2,3,8,9,12,13,14,15]","4.9508,3.8648,4.3519,3.5231,4.6205,7.0376,5.3401,6.3034,6.8498,5.3494"
21,2026-09-23 15:36:58,Ours,0.01,2.2901375994755946,32.12,34.02,19,53.1059,0:53.11,51.721,0.1659,1.2174,1137.3075,18:57.31,10,"1,2,7,4,8,5,0,3,6,9",1:77;2:75;7:24;4:90;8:34;5:61;0:125;3:14;6:29;9:48,"1:[4,5,8,9,12,13,14];2:[3,4,5,7,10,12,14];7:[2,6];4:[0,2,3,4,9,10,11,14,15];8:[2,7,8];5:[2,4,5,9,10,12];0:[0,1,2,3,7,8,9,10,11,12,13,15];3:[6];6:[1,10];9:[0,5,7,13]","c1:bw=77,experts=[4,5,8,9,12,13,14]; c2:bw=75,experts=[3,4,5,7,10,12,14]; c7:bw=24,experts=[2,6]; c4:bw=90,experts=[0,2,3,4,9,10,11,14,15]; c8:bw=34,experts=[2,7,8]; c5:bw=61,experts=[2,4,5,9,10,12]; c0:bw=125,experts=[0,1,2,3,7,8,9,10,11,12,13,15]; c3:bw=14,experts=[6]; c6:bw=29,experts=[1,10]; c9:bw=48,experts=[0,5,7,13]","4.3267,3.8420,4.7672,6.8242,5.3434,6.2529,4.7621,5.2900,6.8022,3.5103"
22,2026-09-23 15:37:51,Ours,0.01,2.2499426964254448,31.41,34.02,19,53.2591,0:53.26,51.8675,0.2019,1.1883,1190.5865,19:50.59,10,"7,9,1,6,5,2,0,4,3,8",7:31;9:62;1:12;6:116;5:31;2:125;0:126;4:69;3:105;8:62,"7:[1,6,10];9:[0,1,4,6,10,12];1:[13];6:[0,1,3,4,7,8,10,11,12,13,15];5:[4,6,8];2:[0,1,3,4,5,6,7,9,10,11,12,15];0:[0,1,2,3,4,5,6,8,10,11,12,15];4:[1,2,6,8,12,15];3:[0,1,2,3,4,6,9,12,13,15];8:[1,2,5,6,10,12]","c7:bw=31,experts=[1,6,10]; c9:bw=62,experts=[0,1,4,6,10,12]; c1:bw=12,experts=[13]; c6:bw=116,experts=[0,1,3,4,7,8,10,11,12,13,15]; c5:bw=31,experts=[4,6,8]; c2:bw=125,experts=[0,1,3,4,5,6,7,9,10,11,12,15]; c0:bw=126,experts=[0,1,2,3,4,5,6,8,10,11,12,15]; c4:bw=69,experts=[1,2,6,8,12,15]; c3:bw=105,experts=[0,1,2,3,4,6,9,12,13,15]; c8:bw=62,experts=[1,2,5,6,10,12]","4.6483,3.5425,4.3571,6.8879,6.3093,3.8096,4.7207,6.8583,5.3183,5.4155"
