Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
11,2026-09-19 21:24:02,Ours,0.01,1.116763808009329,27.66,49.54,10,43.1455,0:43.15,42.1942,0.0352,0.9148,498.2887,8:18.29,10,"5,2,7,3,0,8,9,6,1,4",5:52;2:52;7:83;3:95;0:53;8:74;9:62;6:105;1:76;4:30,"5:[0,4,6,9,10];2:[0,7,9,11,15];7:[1,2,4,6,7,8,11,15];3:[1,2,3,4,7,8,11,14,15];0:[0,3,5,11,14];8:[3,4,7,10,12,13,14];9:[3,5,9,10,11,13];6:[0,1,2,4,7,8,9,10,11,12];1:[4,5,6,7,10,12,13];4:[5,6,15]","c5:bw=52,experts=[0,4,6,9,10]; c2:bw=52,experts=[0,7,9,11,15]; c7:bw=83,experts=[1,2,4,6,7,8,11,15]; c3:bw=95,experts=[1,2,3,4,7,8,11,14,15]; c0:bw=53,experts=[0,3,5,11,14]; c8:bw=74,experts=[3,4,7,10,12,13,14]; c9:bw=62,experts=[3,5,9,10,11,13]; c6:bw=105,experts=[0,1,2,4,7,8,9,10,11,12]; c1:bw=76,experts=[4,5,6,7,10,12,13]; c4:bw=30,experts=[5,6,15]","4.7685,0.1668,2.8457,0.4176,5.0824,5.4165,3.9053,1.4566,15.8211,2.3138"
12,2026-09-19 21:24:45,Ours,0.01,1.0449651963442785,47.63,49.54,10,43.446,0:43.45,42.4802,0.035,0.9295,541.749,9:01.75,10,"1,5,2,4,3,7,9,6,8,0",1:80;5:106;2:108;4:53;3:66;7:56;9:79;6:54;8:104;0:93,"1:[0,3,4,5,10,11,13,14];5:[0,1,2,4,5,7,10,13,14,15];2:[0,1,2,4,6,8,9,10,12,14];4:[0,4,9,12,14];3:[3,7,8,9,13,15];7:[2,5,6,7,8];9:[0,1,8,9,10,12,15];6:[0,4,5,8,13];8:[4,6,7,9,10,11,12,13,14,15];0:[1,2,3,4,5,10,12,13,15]","c1:bw=80,experts=[0,3,4,5,10,11,13,14]; c5:bw=106,experts=[0,1,2,4,5,7,10,13,14,15]; c2:bw=108,experts=[0,1,2,4,6,8,9,10,12,14]; c4:bw=53,experts=[0,4,9,12,14]; c3:bw=66,experts=[3,7,8,9,13,15]; c7:bw=56,experts=[2,5,6,7,8]; c9:bw=79,experts=[0,1,8,9,10,12,15]; c6:bw=54,experts=[0,4,5,8,13]; c8:bw=104,experts=[4,6,7,9,10,11,12,13,14,15]; c0:bw=93,experts=[1,2,3,4,5,10,12,13,15]","15.9102,4.9365,0.1691,2.2802,0.4129,2.8138,4.1676,1.4073,5.3254,5.0572"
13,2026-09-19 21:25:29,Ours,0.01,1.1227922919042839,25.18,49.54,10,43.6986,0:43.70,42.7056,0.0334,0.9584,585.4614,9:45.46,10,"3,1,4,5,8,6,9,7,0,2",3:57;1:90;4:10;5:55;8:29;6:69;9:28;7:110;0:48;2:31,"3:[2,9,13,14,15];1:[1,2,4,5,6,7,10,11,14];4:[6];5:[0,5,8,9,15];8:[0,14];6:[0,1,6,8,10,11];9:[1,11];7:[0,2,4,6,7,9,10,11,12,13,14];0:[6,8,12,13];2:[12,13,15]","c3:bw=57,experts=[2,9,13,14,15]; c1:bw=90,experts=[1,2,4,5,6,7,10,11,14]; c4:bw=10,experts=[6]; c5:bw=55,experts=[0,5,8,9,15]; c8:bw=29,experts=[0,14]; c6:bw=69,experts=[0,1,6,8,10,11]; c9:bw=28,experts=[1,11]; c7:bw=110,experts=[0,2,4,6,7,9,10,11,12,13,14]; c0:bw=48,experts=[6,8,12,13]; c2:bw=31,experts=[12,13,15]","0.4352,16.0254,2.3267,4.7896,5.4233,1.4736,3.9883,2.9552,5.1180,0.1704"
14,2026-09-19 21:26:12,Ours,0.01,1.1160063413777772,47.24,49.54,10,43.0791,0:43.08,42.1483,0.0266,0.9029,628.555,10:28.55,10,"2,4,5,1,7,0,9,3,8,6",2:85;4:11;5:121;1:73;7:47;0:48;9:60;3:86;8:39;6:127,"2:[0,3,4,5,6,9,11,13];4:[9];5:[0,1,3,4,6,8,10,11,12,13,14,15];1:[1,3,4,7,10,13,14];7:[0,1,10,14];0:[1,2,8,12];9:[0,1,9,12,13,14];3:[3,4,5,6,8,11,12,14];8:[4,8,9];6:[0,2,3,4,6,7,8,9,10,12,13,14]","c2:bw=85,experts=[0,3,4,5,6,9,11,13]; c4:bw=11,experts=[9]; c5:bw=121,experts=[0,1,3,4,6,8,10,11,12,13,14,15]; c1:bw=73,experts=[1,3,4,7,10,13,14]; c7:bw=47,experts=[0,1,10,14]; c0:bw=48,experts=[1,2,8,12]; c9:bw=60,experts=[0,1,9,12,13,14]; c3:bw=86,experts=[3,4,5,6,8,11,12,14]; c8:bw=39,experts=[4,8,9]; c6:bw=127,experts=[0,2,3,4,6,7,8,9,10,12,13,14]","0.1752,2.3863,4.7740,15.3662,2.9408,5.0655,4.1795,0.4130,5.3968,1.4509"
15,2026-09-19 21:26:55,Ours,0.01,1.2572592103459477,38.14,49.54,10,43.282,0:43.28,42.313,0.0287,0.939,671.8512,11:11.85,10,"7,0,1,8,3,2,4,5,9,6",7:111;0:39;1:27;8:98;3:20;2:99;4:88;5:34;9:37;6:62,"7:[1,2,3,4,5,6,7,9,12,13,15];0:[1,9,13];1:[8,11];8:[0,1,2,4,5,7,10,11,12];3:[4,5];2:[1,3,4,5,10,11,12,14,15];4:[0,1,2,8,12,13,14,15];5:[3,9,15];9:[1,11,12];6:[0,5,8,9,12,14]","c7:bw=111,experts=[1,2,3,4,5,6,7,9,12,13,15]; c0:bw=39,experts=[1,9,13]; c1:bw=27,experts=[8,11]; c8:bw=98,experts=[0,1,2,4,5,7,10,11,12]; c3:bw=20,experts=[4,5]; c2:bw=99,experts=[1,3,4,5,10,11,12,14,15]; c4:bw=88,experts=[0,1,2,8,12,13,14,15]; c5:bw=34,experts=[3,9,15]; c9:bw=37,experts=[1,11,12]; c6:bw=62,experts=[0,5,8,9,12,14]","2.8556,5.1387,15.4657,5.4918,0.4159,0.1682,2.3830,4.7963,4.1494,1.4484"
16,2026-09-19 21:27:38,Ours,0.01,1.0118229157214458,57.11,57.11,16,42.8881,0:42.89,41.9456,0.0329,0.9083,714.7547,11:54.75,10,"6,1,3,8,7,5,4,9,0,2",6:76;1:54;3:82;8:93;7:42;5:75;4:67;9:45;0:107;2:97,"6:[1,3,5,6,7,13,14];1:[3,4,11,12,15];3:[0,1,8,9,10,11,13,14];8:[0,1,2,3,7,8,12,14,15];7:[2,4,9,10];5:[0,4,5,7,9,12,15];4:[1,3,5,7,9,10];9:[0,2,7,8];0:[1,2,4,5,7,8,9,11,13,15];2:[0,1,2,3,9,10,11,13,15]","c6:bw=76,experts=[1,3,5,6,7,13,14]; c1:bw=54,experts=[3,4,11,12,15]; c3:bw=82,experts=[0,1,8,9,10,11,13,14]; c8:bw=93,experts=[0,1,2,3,7,8,12,14,15]; c7:bw=42,experts=[2,4,9,10]; c5:bw=75,experts=[0,4,5,7,9,12,15]; c4:bw=67,experts=[1,3,5,7,9,10]; c9:bw=45,experts=[0,2,7,8]; c0:bw=107,experts=[1,2,4,5,7,8,9,11,13,15]; c2:bw=97,experts=[0,1,2,3,9,10,11,13,15]","1.4541,15.4938,0.4144,5.4581,2.8720,4.7587,2.3103,3.9284,5.0841,0.1717"
17,2026-09-19 21:28:21,Ours,0.01,0.9895687970313286,30.83,57.11,16,42.5812,0:42.58,41.6178,0.0368,0.9254,757.3499,12:37.35,10,"4,7,8,3,5,1,0,2,9,6",4:109;7:47;8:15;3:99;5:10;1:55;0:20;2:36;9:70;6:73,"4:[1,3,5,7,8,9,11,12,13,14];7:[1,8,14,15];8:[2];3:[1,3,5,8,9,10,12,13,14];5:[15];1:[4,5,7,13,15];0:[0,15];2:[1,5,6];9:[0,4,5,7,8,9,13];6:[3,4,5,7,8,13,15]","c4:bw=109,experts=[1,3,5,7,8,9,11,12,13,14]; c7:bw=47,experts=[1,8,14,15]; c8:bw=15,experts=[2]; c3:bw=99,experts=[1,3,5,8,9,10,12,13,14]; c5:bw=10,experts=[15]; c1:bw=55,experts=[4,5,7,13,15]; c0:bw=20,experts=[0,15]; c2:bw=36,experts=[1,5,6]; c9:bw=70,experts=[0,4,5,7,8,9,13]; c6:bw=73,experts=[3,4,5,7,8,13,15]","2.3512,2.8796,5.4123,0.4134,4.8213,15.0756,4.9660,0.1707,4.0780,1.4496"
18,2026-09-19 21:29:05,Ours,0.01,1.0703046425658842,42.09,57.11,16,44.0701,0:44.07,43.124,0.0318,0.913,801.4352,13:21.44,10,"1,8,5,2,9,7,4,3,0,6",1:12;8:10;5:66;2:71;9:35;7:103;4:105;3:70;0:92;6:59,"1:[4];8:[3];5:[1,2,3,5,14,15];2:[1,4,6,7,10,11,12];9:[1,8,10];7:[3,4,5,9,10,11,12,13,14,15];4:[0,1,3,4,5,6,8,9,11,13];3:[2,4,7,8,9,11,13];0:[2,3,4,5,6,10,12,13,15];6:[2,5,7,8,10]","c1:bw=12,experts=[4]; c8:bw=10,experts=[3]; c5:bw=66,experts=[1,2,3,5,14,15]; c2:bw=71,experts=[1,4,6,7,10,11,12]; c9:bw=35,experts=[1,8,10]; c7:bw=103,experts=[3,4,5,9,10,11,12,13,14,15]; c4:bw=105,experts=[0,1,3,4,5,6,8,9,11,13]; c3:bw=70,experts=[2,4,7,8,9,11,13]; c0:bw=92,experts=[2,3,4,5,6,10,12,13,15]; c6:bw=59,experts=[2,5,7,8,10]","16.7997,5.3960,4.7423,0.1692,3.9086,2.8693,2.3295,0.4208,5.0854,1.4032"
19,2026-09-19 21:29:48,Ours,0.01,1.0786730173072336,53.59,57.11,16,43.0045,0:43.00,42.0572,0.0326,0.9134,844.4554,14:04.46,10,"8,0,4,1,9,5,7,2,6,3",8:105;0:79;4:97;1:87;9:72;5:55;7:42;2:27;6:124;3:75,"8:[0,3,4,5,6,7,8,13,14,15];0:[0,2,3,7,10,12,14];4:[3,5,6,7,8,9,10,12,13];1:[0,6,8,9,11,12,13,15];9:[1,6,7,8,9,12,14];5:[1,3,6,12,13];7:[3,4,6,10];2:[6,15];6:[0,1,3,4,5,6,8,9,10,12,13,14];3:[4,7,9,10,13,14,15]","c8:bw=105,experts=[0,3,4,5,6,7,8,13,14,15]; c0:bw=79,experts=[0,2,3,7,10,12,14]; c4:bw=97,experts=[3,5,6,7,8,9,10,12,13]; c1:bw=87,experts=[0,6,8,9,11,12,13,15]; c9:bw=72,experts=[1,6,7,8,9,12,14]; c5:bw=55,experts=[1,3,6,12,13]; c7:bw=42,experts=[3,4,6,10]; c2:bw=27,experts=[6,15]; c6:bw=124,experts=[0,1,3,4,5,6,8,9,10,12,13,14]; c3:bw=75,experts=[4,7,9,10,13,14,15]","5.4153,5.0138,2.3093,15.1229,4.3673,4.9098,2.9027,0.1678,1.4341,0.4142"
20,2026-09-19 21:30:31,Ours,0.01,1.1443817917970027,47.11,57.11,16,43.0518,0:43.05,42.1122,0.0328,0.9055,887.5237,14:47.52,10,"0,2,1,9,7,6,3,5,4,8",0:52;2:78;1:76;9:31;7:81;6:128;3:34;5:10;4:112;8:95,"0:[3,6,9,10,12];2:[0,1,2,3,6,9,11];1:[0,1,2,6,10,12,14];9:[4,7,12];7:[0,1,2,8,10,13,14,15];6:[0,1,2,5,6,7,8,9,11,12,13,15];3:[6,8,10];5:[5];4:[0,2,3,4,6,9,10,11,12,14,15];8:[0,2,3,8,9,12,13,14,15]","c0:bw=52,experts=[3,6,9,10,12]; c2:bw=78,experts=[0,1,2,3,6,9,11]; c1:bw=76,experts=[0,1,2,6,10,12,14]; c9:bw=31,experts=[4,7,12]; c7:bw=81,experts=[0,1,2,8,10,13,14,15]; c6:bw=128,experts=[0,1,2,5,6,7,8,9,11,12,13,15]; c3:bw=34,experts=[6,8,10]; c5:bw=10,experts=[5]; c4:bw=112,experts=[0,2,3,4,6,9,10,11,12,14,15]; c8:bw=95,experts=[0,2,3,8,9,12,13,14,15]","5.1109,0.1683,15.3431,4.2466,2.8349,1.4215,0.4076,4.8320,2.3313,5.4159"
21,2026-09-19 21:31:15,Ours,0.01,0.9578488292045122,50.35,57.11,16,43.4627,0:43.46,42.5298,0.0292,0.9024,931.0014,15:31.00,10,"1,2,7,4,8,5,0,3,6,9",1:77;2:75;7:24;4:90;8:34;5:61;0:125;3:14;6:29;9:48,"1:[4,5,8,9,12,13,14];2:[3,4,5,7,10,12,14];7:[2,6];4:[0,2,3,4,9,10,11,14,15];8:[2,7,8];5:[2,4,5,9,10,12];0:[0,1,2,3,7,8,9,10,11,12,13,15];3:[6];6:[1,10];9:[0,5,7,13]","c1:bw=77,experts=[4,5,8,9,12,13,14]; c2:bw=75,experts=[3,4,5,7,10,12,14]; c7:bw=24,experts=[2,6]; c4:bw=90,experts=[0,2,3,4,9,10,11,14,15]; c8:bw=34,experts=[2,7,8]; c5:bw=61,experts=[2,4,5,9,10,12]; c0:bw=125,experts=[0,1,2,3,7,8,9,10,11,12,13,15]; c3:bw=14,experts=[6]; c6:bw=29,experts=[1,10]; c9:bw=48,experts=[0,5,7,13]","15.4064,0.1686,2.7951,2.3235,5.3842,4.9351,5.2373,0.4143,1.4144,4.4508"
22,2026-09-19 21:31:58,Ours,0.01,1.1033482378539283,61.14,61.14,22,43.1105,0:43.11,42.1554,0.0312,0.9226,974.1295,16:14.13,10,"7,9,1,6,5,2,0,4,3,8",7:31;9:62;1:12;6:116;5:31;2:125;0:126;4:69;3:105;8:62,"7:[1,6,10];9:[0,1,4,6,10,12];1:[13];6:[0,1,3,4,7,8,10,11,12,13,15];5:[4,6,8];2:[0,1,3,4,5,6,7,9,10,11,12,15];0:[0,1,2,3,4,5,6,8,10,11,12,15];4:[1,2,6,8,12,15];3:[0,1,2,3,4,6,9,12,13,15];8:[1,2,5,6,10,12]","c7:bw=31,experts=[1,6,10]; c9:bw=62,experts=[0,1,4,6,10,12]; c1:bw=12,experts=[13]; c6:bw=116,experts=[0,1,3,4,7,8,10,11,12,13,15]; c5:bw=31,experts=[4,6,8]; c2:bw=125,experts=[0,1,3,4,5,6,7,9,10,11,12,15]; c0:bw=126,experts=[0,1,2,3,4,5,6,8,10,11,12,15]; c4:bw=69,experts=[1,2,6,8,12,15]; c3:bw=105,experts=[0,1,2,3,4,6,9,12,13,15]; c8:bw=62,experts=[1,2,5,6,10,12]","2.9833,4.0320,15.2358,1.4726,4.8854,0.1729,5.1177,2.4206,0.4162,5.4188"
