Round,Client,BudgetK,NumBatches,NumSamples,StopBatches,Certified,Agree,Agree1,Agree2,Agree4,Agree8,Agree16
52,4,3,105,6664,16,0,1.0,1.0,1.0,1.0,1.0,1.0
52,9,3,54,3421,16,0,1.0,1.0,1.0,1.0,1.0,1.0
52,2,2,58,3656,16,0,1.0,1.0,1.0,1.0,1.0,1.0
53,8,2,82,5219,16,0,1.0,1.0,1.0,1.0,1.0,1.0
53,4,2,105,6664,16,0,1.0,1.0,1.0,1.0,1.0,1.0
53,6,3,103,6582,16,0,1.0,1.0,1.0,1.0,1.0,1.0
53,0,3,72,4573,16,0,1.0,1.0,1.0,1.0,1.0,1.0
54,2,1,58,3656,1,1,1.0,1.0,1.0,1.0,1.0,1.0
54,3,3,79,5018,16,0,1.0,1.0,0.0,1.0,1.0,1.0
54,0,3,72,4573,16,0,1.0,1.0,0.0,1.0,1.0,1.0
54,5,1,96,6137,1,1,1.0,1.0,1.0,1.0,1.0,1.0
54,4,3,105,6664,16,0,1.0,1.0,1.0,1.0,1.0,1.0
55,4,1,105,6664,1,1,1.0,1.0,1.0,1.0,1.0,1.0
55,8,1,82,5219,1,1,1.0,1.0,1.0,1.0,1.0,1.0
55,0,2,72,4573,16,0,1.0,0.0,1.0,1.0,1.0,1.0
56,3,1,79,5018,1,1,1.0,1.0,1.0,1.0,1.0,1.0
56,5,3,96,6137,16,0,1.0,1.0,1.0,1.0,1.0,1.0
56,4,1,105,6664,1,1,1.0,1.0,1.0,1.0,1.0,1.0
56,8,1,82,5219,1,1,1.0,1.0,1.0,1.0,1.0,1.0
56,7,1,71,4512,1,1,1.0,1.0,1.0,1.0,1.0,1.0
56,6,2,103,6582,16,0,1.0,1.0,1.0,1.0,1.0,1.0
57,2,3,58,3656,16,0,1.0,1.0,1.0,1.0,1.0,1.0
57,9,1,54,3421,1,1,1.0,1.0,1.0,1.0,1.0,1.0
58,7,2,71,4512,16,0,1.0,1.0,1.0,1.0,1.0,1.0
58,2,1,58,3656,1,1,1.0,1.0,1.0,1.0,1.0,1.0
58,5,3,96,6137,16,0,1.0,1.0,1.0,1.0,1.0,1.0
