Round,Timestamp,Method,LR,AvgLoss,TestAcc,BestAcc,BestRound,RoundTimeSec,RoundTimeHMS,LocalTrainTimeSec,AggTimeSec,EvalTimeSec,CumulativeTimeSec,CumulativeTimeHMS,NumClientsSelected,SelectedClients,Bandwidth,SelectedExperts,UploadDetail,ClientTrainTimesSec
65,2026-09-18 09:27:14,Ours,0.01,0.7442809101199037,80.25,81.96,63,49.2972,0:49.30,48.033,0.1278,1.1352,3236.2185,53:56.22,10,"7,5,4,6,8,3,0,2,1,9",7:10;5:16;4:32;6:28;8:37;3:24;0:23;2:16;1:32;9:26,"7:[0];5:[0];4:[0,1,2];6:[0,2];8:[0,1,2];3:[0,2];0:[0,2];2:[0];1:[0,1,2];9:[0,2]","c7:bw=10,experts=[0]; c5:bw=16,experts=[0]; c4:bw=32,experts=[0,1,2]; c6:bw=28,experts=[0,2]; c8:bw=37,experts=[0,1,2]; c3:bw=24,experts=[0,2]; c0:bw=23,experts=[0,2]; c2:bw=16,experts=[0]; c1:bw=32,experts=[0,1,2]; c9:bw=26,experts=[0,2]","3.3210,5.5190,2.7149,1.7030,6.1925,0.5367,5.8335,0.2489,17.4272,4.5363"
66,2026-09-18 09:28:03,Ours,0.01,0.7532312470885535,80.31,81.96,63,49.4103,0:49.41,48.1844,0.1252,1.0994,3285.6555,54:45.66,10,"2,5,1,8,9,6,4,0,3,7",2:23;5:10;1:30;8:13;9:17;6:16;4:23;0:21;3:37;7:28,"2:[0,2];5:[0];1:[0,1,2];8:[0];9:[0];6:[0];4:[0,2];0:[0,2];3:[0,1,2];7:[0,2]","c2:bw=23,experts=[0,2]; c5:bw=10,experts=[0]; c1:bw=30,experts=[0,1,2]; c8:bw=13,experts=[0]; c9:bw=17,experts=[0]; c6:bw=16,experts=[0]; c4:bw=23,experts=[0,2]; c0:bw=21,experts=[0,2]; c3:bw=37,experts=[0,1,2]; c7:bw=28,experts=[0,2]","0.2508,5.5111,17.6311,6.1824,4.4989,1.6838,2.7059,5.8836,0.5349,3.3018"
67,2026-09-18 09:28:52,Ours,0.01,0.7436732506356896,79.65,81.96,63,49.1343,0:49.13,47.8734,0.1261,1.1336,3334.8166,55:34.82,10,"4,5,1,3,6,0,2,9,7,8",4:28;5:27;1:20;3:14;6:29;0:18;2:24;9:33;7:33;8:10,"4:[0,2];5:[0,2];1:[0,2];3:[0];6:[0,2];0:[0];2:[0,2];9:[0,2,3];7:[0,1,2];8:[0]","c4:bw=28,experts=[0,2]; c5:bw=27,experts=[0,2]; c1:bw=20,experts=[0,2]; c3:bw=14,experts=[0]; c6:bw=29,experts=[0,2]; c0:bw=18,experts=[0]; c2:bw=24,experts=[0,2]; c9:bw=33,experts=[0,2,3]; c7:bw=33,experts=[0,1,2]; c8:bw=10,experts=[0]","2.6993,5.4967,17.4575,0.5404,1.6808,5.7878,0.2477,4.4997,3.3001,6.1634"
68,2026-09-18 09:29:42,Ours,0.01,0.7419206269250319,80.75,81.96,63,49.2587,0:49.26,48.0353,0.1242,1.098,3384.1027,56:24.10,10,"1,8,2,0,3,4,5,9,7,6",1:23;8:17;2:32;0:17;3:14;4:27;5:25;9:10;7:15;6:18,"1:[0,2];8:[0];2:[0,1,2];0:[0];3:[0];4:[0,2];5:[0,2];9:[0];7:[0];6:[0]","c1:bw=23,experts=[0,2]; c8:bw=17,experts=[0]; c2:bw=32,experts=[0,1,2]; c0:bw=17,experts=[0]; c3:bw=14,experts=[0]; c4:bw=27,experts=[0,2]; c5:bw=25,experts=[0,2]; c9:bw=10,experts=[0]; c7:bw=15,experts=[0]; c6:bw=18,experts=[0]","17.5996,6.2187,0.2501,5.7751,0.5318,2.7024,5.4771,4.5076,3.2836,1.6892"
69,2026-09-18 09:30:31,Ours,0.01,0.7318336815144073,80.37,81.96,63,49.2829,0:49.28,48.0391,0.1257,1.1129,3433.413,57:13.41,10,"3,7,1,4,9,5,0,2,8,6",3:23;7:32;1:17;4:23;9:20;5:22;0:29;2:37;8:23;6:15,"3:[0,2];7:[0,1,2];1:[0];4:[0,2];9:[0,2];5:[0,2];0:[0,2];2:[0,1,2];8:[0,2];6:[0]","c3:bw=23,experts=[0,2]; c7:bw=32,experts=[0,1,2]; c1:bw=17,experts=[0]; c4:bw=23,experts=[0,2]; c9:bw=20,experts=[0,2]; c5:bw=22,experts=[0,2]; c0:bw=29,experts=[0,2]; c2:bw=37,experts=[0,1,2]; c8:bw=23,experts=[0,2]; c6:bw=15,experts=[0]","0.5326,3.3344,17.5506,2.6961,4.5230,5.4943,5.7837,0.2554,6.1913,1.6777"
70,2026-09-18 09:31:20,Ours,0.01,0.7378607751853685,81.54,81.96,63,49.2352,0:49.24,48.006,0.1268,1.1012,3482.6762,58:02.68,10,"1,9,7,3,0,6,2,4,5,8",1:13;9:10;7:16;3:18;0:17;6:14;2:31;4:32;5:13;8:27,"1:[0];9:[0];7:[0];3:[0];0:[0];6:[0];2:[0,1,2];4:[0,1,2];5:[0];8:[0,2]","c1:bw=13,experts=[0]; c9:bw=10,experts=[0]; c7:bw=16,experts=[0]; c3:bw=18,experts=[0]; c0:bw=17,experts=[0]; c6:bw=14,experts=[0]; c2:bw=31,experts=[0,1,2]; c4:bw=32,experts=[0,1,2]; c5:bw=13,experts=[0]; c8:bw=27,experts=[0,2]","17.5305,4.5445,3.2967,0.5368,5.7961,1.6807,0.2463,2.7086,5.4650,6.2008"
71,2026-09-18 09:32:10,Ours,0.01,0.7320628395712305,78.22,81.96,63,49.3869,0:49.39,48.1364,0.1274,1.1219,3532.0913,58:52.09,10,"4,0,1,9,7,5,3,6,8,2",4:24;0:10;1:29;9:22;7:11;5:19;3:34;6:28;8:21;2:34,"4:[0,2];0:[0];1:[0,2];9:[0,2];7:[0];5:[0];3:[0,1,2];6:[0,2];8:[0,2];2:[0,1,2]","c4:bw=24,experts=[0,2]; c0:bw=10,experts=[0]; c1:bw=29,experts=[0,2]; c9:bw=22,experts=[0,2]; c7:bw=11,experts=[0]; c5:bw=19,experts=[0]; c3:bw=34,experts=[0,1,2]; c6:bw=28,experts=[0,2]; c8:bw=21,experts=[0,2]; c2:bw=34,experts=[0,1,2]","2.7185,5.8153,17.5865,4.5423,3.2956,5.4778,0.5374,1.7018,6.2102,0.2510"
72,2026-09-18 09:32:59,Ours,0.01,0.7369615821148072,80.75,81.96,63,49.3823,0:49.38,48.1394,0.1264,1.1121,3581.5021,59:41.50,10,"8,1,5,7,6,0,3,2,9,4",8:16;1:22;5:24;7:27;6:11;0:29;3:13;2:13;9:21;4:22,"8:[0];1:[0,2];5:[0,2];7:[0,2];6:[0];0:[0,2];3:[0];2:[0];9:[0,2];4:[0,2]","c8:bw=16,experts=[0]; c1:bw=22,experts=[0,2]; c5:bw=24,experts=[0,2]; c7:bw=27,experts=[0,2]; c6:bw=11,experts=[0]; c0:bw=29,experts=[0,2]; c3:bw=13,experts=[0]; c2:bw=13,experts=[0]; c9:bw=21,experts=[0,2]; c4:bw=22,experts=[0,2]","6.2317,17.5893,5.5228,3.3205,1.6971,5.7971,0.5312,0.2452,4.5203,2.6842"
73,2026-09-18 09:33:48,Ours,0.01,0.7310690900097232,80.64,81.96,63,49.3217,0:49.32,48.0836,0.1285,1.1085,3630.8521,1:00:30.85,10,"2,8,3,1,5,9,0,7,6,4",2:26;8:10;3:22;1:37;5:10;9:29;0:16;7:20;6:11;4:23,"2:[0,2];8:[0];3:[0,2];1:[0,2,3];5:[0];9:[0,2];0:[0];7:[0,2];6:[0];4:[0,2]","c2:bw=26,experts=[0,2]; c8:bw=10,experts=[0]; c3:bw=22,experts=[0,2]; c1:bw=37,experts=[0,2,3]; c5:bw=10,experts=[0]; c9:bw=29,experts=[0,2]; c0:bw=16,experts=[0]; c7:bw=20,experts=[0,2]; c6:bw=11,experts=[0]; c4:bw=23,experts=[0,2]","0.2586,6.2119,0.5399,17.5352,5.4770,4.5428,5.7932,3.3142,1.6990,2.7119"
74,2026-09-18 09:34:38,Ours,0.01,0.7308122649842026,80.66,81.96,63,49.3348,0:49.33,48.107,0.1249,1.0989,3680.2157,1:01:20.22,10,"3,0,1,5,7,8,6,2,4,9",3:10;0:22;1:15;5:28;7:36;8:16;6:10;2:10;4:26;9:18,"3:[0];0:[0,2];1:[0];5:[0,2];7:[0,1,2];8:[0];6:[0];2:[0];4:[0,2];9:[0]","c3:bw=10,experts=[0]; c0:bw=22,experts=[0,2]; c1:bw=15,experts=[0]; c5:bw=28,experts=[0,2]; c7:bw=36,experts=[0,1,2]; c8:bw=16,experts=[0]; c6:bw=10,experts=[0]; c2:bw=10,experts=[0]; c4:bw=26,experts=[0,2]; c9:bw=18,experts=[0]","0.5360,5.8683,17.5144,5.5136,3.3087,6.2022,1.6921,0.2510,2.7084,4.5123"
75,2026-09-18 09:35:27,Ours,0.01,0.7323926534358565,80.81,81.96,63,49.3088,0:49.31,48.0607,0.1295,1.1174,3729.5538,1:02:09.55,10,"2,9,1,3,7,6,5,4,0,8",2:22;9:34;1:30;3:11;7:16;6:31;5:17;4:31;0:34;8:30,"2:[0,2];9:[0,2,3];1:[0,2,3];3:[0];7:[0];6:[0,1,2];5:[0];4:[0,1,2];0:[0,2,3];8:[0,1,2]","c2:bw=22,experts=[0,2]; c9:bw=34,experts=[0,2,3]; c1:bw=30,experts=[0,2,3]; c3:bw=11,experts=[0]; c7:bw=16,experts=[0]; c6:bw=31,experts=[0,1,2]; c5:bw=17,experts=[0]; c4:bw=31,experts=[0,1,2]; c0:bw=34,experts=[0,2,3]; c8:bw=30,experts=[0,1,2]","0.2527,4.5751,17.5938,0.5414,3.3093,1.6984,5.4718,2.6945,5.7747,6.1491"
76,2026-09-18 09:36:16,Ours,0.01,0.7281540163442951,81.15,81.96,63,49.2736,0:49.27,48.0461,0.1245,1.1018,3778.8568,1:02:58.86,10,"8,5,0,3,2,6,7,4,9,1",8:16;5:21;0:17;3:10;2:14;6:13;7:37;4:34;9:32;1:30,"8:[0];5:[0,2];0:[0];3:[0];2:[0];6:[0];7:[0,1,2];4:[0,1,2];9:[0,2,3];1:[0,1,2]","c8:bw=16,experts=[0]; c5:bw=21,experts=[0,2]; c0:bw=17,experts=[0]; c3:bw=10,experts=[0]; c2:bw=14,experts=[0]; c6:bw=13,experts=[0]; c7:bw=37,experts=[0,1,2]; c4:bw=34,experts=[0,1,2]; c9:bw=32,experts=[0,2,3]; c1:bw=30,experts=[0,1,2]","6.2463,5.5361,5.8314,0.5325,0.2503,1.6899,3.3059,2.6864,4.5140,17.4531"
77,2026-09-18 09:37:06,Ours,0.01,0.7272577949422581,79.76,81.96,63,49.3563,0:49.36,48.0969,0.1295,1.1287,3828.3156,1:03:48.32,10,"9,2,1,8,4,7,6,0,3,5",9:16;2:19;1:35;8:10;4:10;7:10;6:32;0:35;3:22;5:33,"9:[0];2:[0];1:[0,1,2];8:[0];4:[0];7:[0];6:[0,1,2];0:[0,2,3];3:[0,2];5:[0,1,2]","c9:bw=16,experts=[0]; c2:bw=19,experts=[0]; c1:bw=35,experts=[0,1,2]; c8:bw=10,experts=[0]; c4:bw=10,experts=[0]; c7:bw=10,experts=[0]; c6:bw=32,experts=[0,1,2]; c0:bw=35,experts=[0,2,3]; c3:bw=22,experts=[0,2]; c5:bw=33,experts=[0,1,2]","4.5575,0.2516,17.5719,6.2346,2.7063,3.3040,1.6817,5.7817,0.5317,5.4760"
78,2026-09-18 09:37:55,Ours,0.01,0.722130430390833,80.49,81.96,63,49.2526,0:49.25,48.0283,0.1232,1.0966,3877.5983,1:04:37.60,10,"0,4,3,7,8,1,9,6,5,2",0:15;4:13;3:21;7:20;8:30;1:23;9:17;6:32;5:35;2:19,"0:[0];4:[0];3:[0,2];7:[0,2];8:[0,1,2];1:[0,2];9:[0];6:[0,2,3];5:[0,1,2];2:[0]","c0:bw=15,experts=[0]; c4:bw=13,experts=[0]; c3:bw=21,experts=[0,2]; c7:bw=20,experts=[0,2]; c8:bw=30,experts=[0,1,2]; c1:bw=23,experts=[0,2]; c9:bw=17,experts=[0]; c6:bw=32,experts=[0,2,3]; c5:bw=35,experts=[0,1,2]; c2:bw=19,experts=[0]","5.8406,2.7110,0.5313,3.3054,6.2014,17.5214,4.5002,1.6890,5.4813,0.2465"
79,2026-09-18 09:38:44,Ours,0.01,0.725456165350198,80.68,81.96,63,49.3072,0:49.31,48.0765,0.1299,1.0996,3926.9353,1:05:26.94,10,"6,9,0,4,7,8,5,3,1,2",6:12;9:10;0:20;4:40;7:25;8:25;5:29;3:15;1:21;2:18,"6:[0];9:[0];0:[0,2];4:[0,1,2,3];7:[0,2];8:[0,2];5:[0,2];3:[0];1:[0,2];2:[0]","c6:bw=12,experts=[0]; c9:bw=10,experts=[0]; c0:bw=20,experts=[0,2]; c4:bw=40,experts=[0,1,2,3]; c7:bw=25,experts=[0,2]; c8:bw=25,experts=[0,2]; c5:bw=29,experts=[0,2]; c3:bw=15,experts=[0]; c1:bw=21,experts=[0,2]; c2:bw=18,experts=[0]","1.7072,4.5627,5.8322,2.7173,3.3163,6.2093,5.4827,0.5302,17.4605,0.2579"
80,2026-09-18 09:39:34,Ours,0.01,0.7241122992869278,81.13,81.96,63,49.2296,0:49.23,48.007,0.1264,1.095,3976.1951,1:06:16.20,10,"5,9,7,1,3,4,2,0,6,8",5:36;9:29;7:26;1:17;3:17;4:32;2:24;0:26;6:22;8:28,"5:[0,1,2];9:[0,2];7:[0,2];1:[0];3:[0];4:[0,1,2];2:[0,2];0:[0,2];6:[0,2];8:[0,2]","c5:bw=36,experts=[0,1,2]; c9:bw=29,experts=[0,2]; c7:bw=26,experts=[0,2]; c1:bw=17,experts=[0]; c3:bw=17,experts=[0]; c4:bw=32,experts=[0,1,2]; c2:bw=24,experts=[0,2]; c0:bw=26,experts=[0,2]; c6:bw=22,experts=[0,2]; c8:bw=28,experts=[0,2]","5.5315,4.5670,3.3213,17.4459,0.5336,2.6931,0.2478,5.7998,1.6880,6.1789"
81,2026-09-18 09:40:23,Ours,0.01,0.7204300357355742,80.88,81.96,63,49.1507,0:49.15,47.921,0.126,1.0996,4025.3767,1:07:05.38,10,"6,2,3,1,4,5,9,7,8,0",6:29;2:25;3:37;1:27;4:23;5:17;9:15;7:32;8:26;0:28,"6:[0,2];2:[0,2];3:[0,1,2];1:[0,2];4:[0,2];5:[0];9:[0];7:[0,1,2];8:[0,2];0:[0,2]","c6:bw=29,experts=[0,2]; c2:bw=25,experts=[0,2]; c3:bw=37,experts=[0,1,2]; c1:bw=27,experts=[0,2]; c4:bw=23,experts=[0,2]; c5:bw=17,experts=[0]; c9:bw=15,experts=[0]; c7:bw=32,experts=[0,1,2]; c8:bw=26,experts=[0,2]; c0:bw=28,experts=[0,2]","1.6970,0.2471,0.5307,17.4899,2.6864,5.4687,4.5114,3.3080,6.1732,5.8085"
82,2026-09-18 09:41:12,Ours,0.01,0.7203819990858163,81.61,81.96,63,49.2282,0:49.23,48.0015,0.1288,1.0967,4074.6354,1:07:54.64,10,"1,0,6,8,7,3,2,9,5,4",1:36;0:17;6:20;8:32;7:22;3:22;2:16;9:31;5:22;4:16,"1:[0,1,2];0:[0];6:[0,2];8:[0,1,2];7:[0,2];3:[0,2];2:[0];9:[0,2,3];5:[0,2];4:[0]","c1:bw=36,experts=[0,1,2]; c0:bw=17,experts=[0]; c6:bw=20,experts=[0,2]; c8:bw=32,experts=[0,1,2]; c7:bw=22,experts=[0,2]; c3:bw=22,experts=[0,2]; c2:bw=16,experts=[0]; c9:bw=31,experts=[0,2,3]; c5:bw=22,experts=[0,2]; c4:bw=16,experts=[0]","17.5505,5.7955,1.7017,6.2087,3.2992,0.5341,0.2493,4.5120,5.4762,2.6744"
83,2026-09-18 09:42:01,Ours,0.01,0.7235948859139781,80.32,81.96,63,49.2496,0:49.25,48.0238,0.127,1.0976,4123.9158,1:08:43.92,10,"9,4,2,7,5,0,6,1,8,3",9:29;4:10;2:23;7:21;5:10;0:10;6:29;1:35;8:22;3:24,"9:[0,2];4:[0];2:[0,2];7:[0,2];5:[0];0:[0];6:[0,2];1:[0,1,2];8:[0,2];3:[0,2]","c9:bw=29,experts=[0,2]; c4:bw=10,experts=[0]; c2:bw=23,experts=[0,2]; c7:bw=21,experts=[0,2]; c5:bw=10,experts=[0]; c0:bw=10,experts=[0]; c6:bw=29,experts=[0,2]; c1:bw=35,experts=[0,1,2]; c8:bw=22,experts=[0,2]; c3:bw=24,experts=[0,2]","4.5552,2.6925,0.2518,3.3092,5.5148,5.7892,1.6871,17.4814,6.2067,0.5360"
84,2026-09-18 09:42:51,Ours,0.01,0.7193603857140494,81.68,81.96,63,49.3857,0:49.39,48.1655,0.1273,1.0917,4173.3331,1:09:33.33,10,"8,3,1,6,9,2,7,5,4,0",8:37;3:18;1:32;6:10;9:11;2:20;7:26;5:11;4:15;0:10,"8:[0,1,2];3:[0];1:[0,1,2];6:[0];9:[0];2:[0,2];7:[0,2];5:[0];4:[0];0:[0]","c8:bw=37,experts=[0,1,2]; c3:bw=18,experts=[0]; c1:bw=32,experts=[0,1,2]; c6:bw=10,experts=[0]; c9:bw=11,experts=[0]; c2:bw=20,experts=[0,2]; c7:bw=26,experts=[0,2]; c5:bw=11,experts=[0]; c4:bw=15,experts=[0]; c0:bw=10,experts=[0]","6.2574,0.5319,17.6181,1.6884,4.5556,0.2476,3.3167,5.4865,2.6913,5.7720"
85,2026-09-18 09:43:40,Ours,0.01,0.709588939355755,82.62,82.62,85,49.4193,0:49.42,48.1893,0.1279,1.1009,4222.7839,1:10:22.78,10,"0,2,8,6,1,4,9,3,5,7",0:21;2:25;8:39;6:23;1:31;4:23;9:32;3:28;5:10;7:10,"0:[0,2];2:[0,2];8:[0,1,2];6:[0,2];1:[0,1,2];4:[0,2];9:[0,2,3];3:[0,2];5:[0];7:[0]","c0:bw=21,experts=[0,2]; c2:bw=25,experts=[0,2]; c8:bw=39,experts=[0,1,2]; c6:bw=23,experts=[0,2]; c1:bw=31,experts=[0,1,2]; c4:bw=23,experts=[0,2]; c9:bw=32,experts=[0,2,3]; c3:bw=28,experts=[0,2]; c5:bw=10,experts=[0]; c7:bw=10,experts=[0]","5.8753,0.2465,6.2403,1.7010,17.5861,2.7129,4.5361,0.5363,5.4705,3.2844"
86,2026-09-18 09:44:30,Ours,0.01,0.7138002154537924,82.21,82.62,85,49.2717,0:49.27,48.0393,0.1234,1.1078,4272.0886,1:11:12.09,10,"5,8,2,6,0,4,7,3,1,9",5:26;8:15;2:13;6:31;0:17;4:10;7:24;3:15;1:40;9:24,"5:[0,2];8:[0];2:[0];6:[0,1,2];0:[0];4:[0];7:[0,2];3:[0];1:[0,1,2,3];9:[0,2]","c5:bw=26,experts=[0,2]; c8:bw=15,experts=[0]; c2:bw=13,experts=[0]; c6:bw=31,experts=[0,1,2]; c0:bw=17,experts=[0]; c4:bw=10,experts=[0]; c7:bw=24,experts=[0,2]; c3:bw=15,experts=[0]; c1:bw=40,experts=[0,1,2,3]; c9:bw=24,experts=[0,2]","5.5616,6.2166,0.2485,1.6874,5.7859,2.6896,3.2955,0.5294,17.4880,4.5367"
87,2026-09-18 09:45:19,Ours,0.01,0.7152702021349681,80.85,82.62,85,49.4522,0:49.45,48.2215,0.1292,1.1002,4321.5725,1:12:01.57,10,"1,2,7,5,6,3,4,9,8,0",1:16;2:37;7:12;5:10;6:33;3:38;4:19;9:21;8:26;0:19,"1:[0];2:[0,1,2];7:[0];5:[0];6:[0,1,2];3:[0,1,2];4:[0];9:[0,2];8:[0,2];0:[0]","c1:bw=16,experts=[0]; c2:bw=37,experts=[0,1,2]; c7:bw=12,experts=[0]; c5:bw=10,experts=[0]; c6:bw=33,experts=[0,1,2]; c3:bw=38,experts=[0,1,2]; c4:bw=19,experts=[0]; c9:bw=21,experts=[0,2]; c8:bw=26,experts=[0,2]; c0:bw=19,experts=[0]","17.6799,0.2503,3.3092,5.4916,1.6987,0.5368,2.6932,4.5291,6.2381,5.7947"
88,2026-09-18 09:46:08,Ours,0.01,0.7102937314053265,81.29,82.62,85,49.2279,0:49.23,47.9955,0.1268,1.1043,4370.8322,1:12:50.83,10,"8,6,3,7,0,4,9,1,5,2",8:24;6:15;3:18;7:23;0:34;4:21;9:17;1:16;5:17;2:25,"8:[0,2];6:[0];3:[0];7:[0,2];0:[0,2,3];4:[0,2];9:[0];1:[0];5:[0];2:[0,2]","c8:bw=24,experts=[0,2]; c6:bw=15,experts=[0]; c3:bw=18,experts=[0]; c7:bw=23,experts=[0,2]; c0:bw=34,experts=[0,2,3]; c4:bw=21,experts=[0,2]; c9:bw=17,experts=[0]; c1:bw=16,experts=[0]; c5:bw=17,experts=[0]; c2:bw=25,experts=[0,2]","6.2450,1.7081,0.5373,3.3141,5.8129,2.7205,4.5359,17.3903,5.4776,0.2538"
89,2026-09-18 09:46:58,Ours,0.01,0.7146998783867228,81.18,82.62,85,49.3249,0:49.32,48.0809,0.1287,1.114,4420.1928,1:13:40.19,10,"3,8,2,9,7,5,0,6,4,1",3:17;8:40;2:25;9:34;7:12;5:25;0:10;6:18;4:17;1:23,"3:[0];8:[0,1,2,3];2:[0,2];9:[0,2,3];7:[0];5:[0,2];0:[0];6:[0];4:[0];1:[0,2]","c3:bw=17,experts=[0]; c8:bw=40,experts=[0,1,2,3]; c2:bw=25,experts=[0,2]; c9:bw=34,experts=[0,2,3]; c7:bw=12,experts=[0]; c5:bw=25,experts=[0,2]; c0:bw=10,experts=[0]; c6:bw=18,experts=[0]; c4:bw=17,experts=[0]; c1:bw=23,experts=[0,2]","0.5399,6.2622,0.2531,4.5442,3.3205,5.5201,5.8036,1.6940,2.6821,17.4611"
90,2026-09-18 09:47:47,Ours,0.01,0.7064523473186443,81.46,82.62,85,49.3877,0:49.39,48.1441,0.1238,1.1159,4469.6128,1:14:29.61,10,"7,1,3,9,0,6,2,5,8,4",7:40;1:17;3:20;9:35;0:35;6:14;2:12;5:15;8:28;4:20,"7:[0,1,2,3];1:[0];3:[0,2];9:[0,2,3];0:[0,2,3];6:[0];2:[0];5:[0];8:[0,2];4:[0,2]","c7:bw=40,experts=[0,1,2,3]; c1:bw=17,experts=[0]; c3:bw=20,experts=[0,2]; c9:bw=35,experts=[0,2,3]; c0:bw=35,experts=[0,2,3]; c6:bw=14,experts=[0]; c2:bw=12,experts=[0]; c5:bw=15,experts=[0]; c8:bw=28,experts=[0,2]; c4:bw=20,experts=[0,2]","3.3337,17.5531,0.5373,4.5460,5.8279,1.7049,0.2483,5.4851,6.1973,2.7105"
91,2026-09-18 09:48:37,Ours,0.01,0.7103739639476117,81.1,82.62,85,49.4857,0:49.49,48.2366,0.1298,1.1181,4519.1314,1:15:19.13,10,"1,9,5,7,3,4,0,6,2,8",1:28;9:19;5:29;7:29;3:22;4:30;0:12;6:16;2:10;8:13,"1:[0,2];9:[0];5:[0,2];7:[0,2];3:[0,2];4:[0,1,2];0:[0];6:[0];2:[0];8:[0]","c1:bw=28,experts=[0,2]; c9:bw=19,experts=[0]; c5:bw=29,experts=[0,2]; c7:bw=29,experts=[0,2]; c3:bw=22,experts=[0,2]; c4:bw=30,experts=[0,1,2]; c0:bw=12,experts=[0]; c6:bw=16,experts=[0]; c2:bw=10,experts=[0]; c8:bw=13,experts=[0]","17.6661,4.5659,5.5228,3.3462,0.5377,2.6979,5.7891,1.6926,0.2478,6.1705"
92,2026-09-18 09:49:26,Ours,0.01,0.70509097979759,81.48,82.62,85,49.2806,0:49.28,48.0406,0.1248,1.1139,4568.4444,1:16:08.44,10,"3,7,1,0,8,6,9,2,5,4",3:16;7:19;1:11;0:16;8:11;6:25;9:31;2:14;5:37;4:15,"3:[0];7:[0];1:[0];0:[0];8:[0];6:[0,2];9:[0,2,3];2:[0];5:[0,1,2];4:[0]","c3:bw=16,experts=[0]; c7:bw=19,experts=[0]; c1:bw=11,experts=[0]; c0:bw=16,experts=[0]; c8:bw=11,experts=[0]; c6:bw=25,experts=[0,2]; c9:bw=31,experts=[0,2,3]; c2:bw=14,experts=[0]; c5:bw=37,experts=[0,1,2]; c4:bw=15,experts=[0]","0.5349,3.3203,17.5523,5.7964,6.1759,1.6928,4.5251,0.2507,5.4963,2.6958"
93,2026-09-18 09:50:15,Ours,0.01,0.7043565987535224,81.49,82.62,85,49.2815,0:49.28,48.0375,0.1276,1.1153,4617.7594,1:16:57.76,10,"1,3,7,9,6,8,5,4,0,2",1:26;3:17;7:12;9:32;6:12;8:10;5:10;4:18;0:10;2:28,"1:[0,2];3:[0];7:[0];9:[0,2,3];6:[0];8:[0];5:[0];4:[0];0:[0];2:[0,2]","c1:bw=26,experts=[0,2]; c3:bw=17,experts=[0]; c7:bw=12,experts=[0]; c9:bw=32,experts=[0,2,3]; c6:bw=12,experts=[0]; c8:bw=10,experts=[0]; c5:bw=10,experts=[0]; c4:bw=18,experts=[0]; c0:bw=10,experts=[0]; c2:bw=28,experts=[0,2]","17.5878,0.5336,3.2975,4.5348,1.6879,6.1733,5.4602,2.6909,5.8231,0.2483"
94,2026-09-18 09:51:05,Ours,0.01,0.6999397228223893,82.19,82.62,85,49.2151,0:49.22,47.9737,0.1266,1.1136,4667.0083,1:17:47.01,10,"7,2,5,4,6,9,1,8,0,3",7:25;2:36;5:23;4:17;6:17;9:28;1:39;8:10;0:31;3:19,"7:[0,2];2:[0,1,2];5:[0,2];4:[0];6:[0];9:[0,2];1:[0,1,2];8:[0];0:[0,2,3];3:[0]","c7:bw=25,experts=[0,2]; c2:bw=36,experts=[0,1,2]; c5:bw=23,experts=[0,2]; c4:bw=17,experts=[0]; c6:bw=17,experts=[0]; c9:bw=28,experts=[0,2]; c1:bw=39,experts=[0,1,2]; c8:bw=10,experts=[0]; c0:bw=31,experts=[0,2,3]; c3:bw=19,experts=[0]","3.3491,0.2470,5.5251,2.7081,1.6967,4.5275,17.4264,6.1569,5.8007,0.5362"
95,2026-09-18 09:51:54,Ours,0.01,0.6968168264418202,80.69,82.62,85,49.0775,0:49.08,47.8536,0.1288,1.0939,4716.1195,1:18:36.12,10,"7,9,4,6,0,3,1,8,2,5",7:33;9:23;4:10;6:22;0:19;3:23;1:17;8:40;2:13;5:10,"7:[0,1,2];9:[0,2];4:[0];6:[0,2];0:[0];3:[0,2];1:[0];8:[0,1,2,3];2:[0];5:[0]","c7:bw=33,experts=[0,1,2]; c9:bw=23,experts=[0,2]; c4:bw=10,experts=[0]; c6:bw=22,experts=[0,2]; c0:bw=19,experts=[0]; c3:bw=23,experts=[0,2]; c1:bw=17,experts=[0]; c8:bw=40,experts=[0,1,2,3]; c2:bw=13,experts=[0]; c5:bw=10,experts=[0]","3.3224,4.5513,2.7010,1.7021,5.7985,0.5294,17.3716,6.1881,0.2448,5.4443"
96,2026-09-18 09:52:43,Ours,0.01,0.6992561588458249,81.47,82.62,85,49.3567,0:49.36,48.1104,0.1284,1.1167,4765.5106,1:19:25.51,10,"2,9,3,1,5,4,6,7,0,8",2:36;9:25;3:25;1:20;5:33;4:27;6:17;7:28;0:20;8:36,"2:[0,1,2];9:[0,2];3:[0,2];1:[0,2];5:[0,1,2];4:[0,2];6:[0];7:[0,2];0:[0,2];8:[0,1,2]","c2:bw=36,experts=[0,1,2]; c9:bw=25,experts=[0,2]; c3:bw=25,experts=[0,2]; c1:bw=20,experts=[0,2]; c5:bw=33,experts=[0,1,2]; c4:bw=27,experts=[0,2]; c6:bw=17,experts=[0]; c7:bw=28,experts=[0,2]; c0:bw=20,experts=[0,2]; c8:bw=36,experts=[0,1,2]","0.2519,4.5594,0.5355,17.5231,5.5330,2.6834,1.7037,3.3111,5.8049,6.2044"
